projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldLeftChildOp(subtree,left,right);returntryFoldBinaryOperator(result,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldLeftChildOp(subtree,left,right,BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldRightChildOp(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,INDEX_OUT_OF_RANGE);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldLeftChildOp(subtree,left,right);returntryFoldLeftChildOp(subtree,result,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldLeftChildOp(subtree,left,right);returntryFoldLeftChildOp(subtree,result,0);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right*1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldShortBinaryOperator(subtree,left,right,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMaximumChildOp(subtree,left,right+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBigDecimalChildOp(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,DEFAULT_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,INDEX_OUT_OF_RANGE);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,key.cloneTree());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,false,token.cloneTree());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,INVALID_GETELEM_INDEX_ERROR,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,INVALID_GETELEM_INDEX_ERROR,MAX_FOLD_NUMBER_OF_RANGE);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,INVALID_GETELEM_INDEX_ERROR,MAX_FOLD_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)+4;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,MAX_FOLD_NUMBER_ERROR,subtree);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,SHIFT_AMOUNT_OUT_OF_BOUNDS,MISSING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,MAX_FOLD_NUMBER_ERROR,NEGATING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,MISSING_A_NON_NUMBER_ERROR,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right),true);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right-1+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,0-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,result-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree.getParent(),left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldSubTreeChildOp(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right+2);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,NEGATING_A_NON_NUMBER_ERROR+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,0+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,this.subtree.cloneChildOp());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,this.subtree.clonePosition());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneNodeBinaryOperator());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneSyntheticOperator());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldRightChildOp(subtree,left,right+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right+2);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,NEGATING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,INVALID_GETELEM_INDEX_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(null,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,value);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,null);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperatorChildOp(subtree,left,right,BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperatorChildOp(subtree,left,right,result);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right),true);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMonthChildOp(subtree,left,right,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,2);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,4);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,INDEX_GETELEM_INDEX_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,DEFAULT_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.clonePosition(),1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)&MAX_FOLD_NUMBER+1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)/MAX_FOLD_NUMBER+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,INDEX_OUT_OF_RANGE);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,INDEX_GETELEM_INDEX_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158tryFoldBinaryOperator(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158tryFoldLeftChildOp(subtree,left,right,result);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(left,subtree);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldCommarison(subtree,left,right,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,this.subtree.cloneTree());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,BYTE_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)/2.0;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)/1+1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158result=tryFoldLeftChildOp(subtree,left,right,BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158result=tryFoldLeftChildOp(subtree,left,right-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158result=tryFoldBigDecimalChildOp(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)-0;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)-3;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)-4;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.clonePosition()-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneChildOperator());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldRightChildOp(subtree,left,right-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldFirstChildOp(subtree,left,right-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,NEGATING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,SHIFT_AMOUNT_OUT_OF_BOUNDS);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,INDEX_OUT_OF_RANGE);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMethodMutator(subtree,left,right,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right),false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,right,left,true);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,value+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,value,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,MISSING_A_NON_NUMBER_ERROR,MAX_FOLD_NUMBER_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right-1,subtree.getLastChild());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldRightChildOp(subtree,left,right);returntryFoldLeftChildOp(result,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,MILLIS_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,false,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right),true);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,2);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,double);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,double_FOLD_NUMBER+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,BITWISE_OPERAND,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158result=tryFoldLeftChildOp(subtree,left,right,1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.clone(),ROOT_LOCALE);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,token.clone());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right),MAX_FOLD_NUMBER_ERROR-1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldShortOperator(subtree,left,right,BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,MISSING_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,this,BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,this,MISSING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,result,INVALID_GETELEM_INDEX_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,BITWISE_OPERAND_OUT_OF_RANGE);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldShortChildOp(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,double);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,4);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldShortOperator(subtree,left,right,true);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldShortCircuitOperator(subtree,left,right,true);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree.cloneTree(),left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldTopChildOp(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right),MAX_FOLD_NUMBER+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,subtree,BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOps(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldLeftChildOp(subtree,left,right,1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,double);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,MAX_FOLD_NUMBER_ERROR-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,subtree.cloneTree(),ROOT_LOCALE);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldShortOperator(subtree,left,right,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,token.cloneChildOp());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,this.subtree.cloneChildren());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,token.cloneChildren());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTwin());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,double-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.next()+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),subtree+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158default:returntryFoldLeftChildOp(subtree,left,right,1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,subtree,BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,0,0);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right)+MAX_FOLD_NUMBER;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)-MAX_FOLD_NUMBER+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,this.result);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMaximumChildOp(subtree,left,right,BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMaximumChildOp(subtree,left,right,1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,token.cloneBinaryOperator());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTreeBinaryOperator());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTreeAssignmentOperator());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneAssignmentOperator());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,this,BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,subtree.cloneTree(),ROOT_LOCALE);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),16);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,MISSING_A_NON_NUMBER_ERROR,MAX_FOLD_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,this.subtree.cloneTree(),this.type);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,this.subtree.cloneTree(),this.negative);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,this,BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158tryFoldLeftChildOp(subtree,left,right,value);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158tryFoldLeftChildOp(subtree,left,right,this);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,this.BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,FRACTIONAL_BITWISE_OPERAND,INDEX_OUT_OF_RANGE);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,right,left,double_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,MOVE_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,subtree,BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),reverse);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,MULTIPLE_BITWISE_OPERAND,FRACTIONAL_BITWISE_OPERAND);
