bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testLoopingOptionLookAlike2  [CONTEXT]  throws  OptionException  {  int  argumentCount  =  0;  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  final  String  allValuesQuoted  =  (String)  arguments.next();  [BUGGY]    final  String  consumeRemaining  =  stripBoundaryQuotes(allValuesQuoted);  [BUGGY]  final  String  allValues  =  stripBoundaryQuotes(allValuesQuoted);  if  (allValuesQuoted.equals(consumeRemaining))  {  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  commandLine.addValue(option,  arguments.next());  }  }  else  if  (commandLine.looksLikeOption(allValuesQuoted))  {  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	148	148	1	add	    final  String  consumeRemaining  =  stripBoundaryQuotes(allValuesQuoted);		compilable	  [FE]  AssertionFailedError  testLoopingOptionLookAlike2	8	1
303	[BUG]  [BUGGY]  final  String  allValues  =  allValuesQuoted.trim();  [FE]  ComparisonFailure  testLoopingOptionLookAlike2  [CONTEXT]  throws  OptionException  {  int  argumentCount  =  0;  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  final  String  allValuesQuoted  =  (String)  arguments.next();  [BUGGY]  final  String  allValues  =  allValuesQuoted.trim();  [BUGGY]    if  (allValuesQuoted.equals(consumeRemaining))  {  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  commandLine.addValue(option,  arguments.next());  }  }  else  if  (commandLine.looksLikeOption(allValuesQuoted))  {  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	148	148	1	replace	final  String  allValues  =  allValuesQuoted.trim();	final  String  allValues  =  stripBoundaryQuotes(allValuesQuoted);  	compilable	  [FE]  ComparisonFailure  testLoopingOptionLookAlike2	7	1	replace
303	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testLoopingOptionLookAlike2  [CONTEXT]  throws  OptionException  {  int  argumentCount  =  0;  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  final  String  allValuesQuoted  =  (String)  arguments.next();  [BUGGY]  final  String  allValues  =  allValuesQuoted.toLowerCase();  [BUGGY]    if  (allValuesQuoted.equals(consumeRemaining))  {  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  commandLine.addValue(option,  arguments.next());  }  }  else  if  (commandLine.looksLikeOption(allValuesQuoted))  {  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	148	148	1	add	final  String  allValues  =  allValuesQuoted.toLowerCase();	final  String  allValues  =  stripBoundaryQuotes(allValuesQuoted);  	compilable	  [FE]  ComparisonFailure  testLoopingOptionLookAlike2	7	1
304	[BUG]  [BUGGY]  final  String  allValues  =  allValuesQuoted.toLowerCase();  [FE]  ComparisonFailure  testLoopingOptionLookAlike2  [CONTEXT]  throws  OptionException  {  int  argumentCount  =  0;  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  final  String  allValuesQuoted  =  (String)  arguments.next();  [BUGGY]  final  String  allValues  =  allValuesQuoted.toLowerCase();  [BUGGY]    if  (allValuesQuoted.equals(consumeRemaining))  {  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  commandLine.addValue(option,  arguments.next());  }  }  else  if  (commandLine.looksLikeOption(allValuesQuoted))  {  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	148	148	1	replace	final  String  allValues  =  allValuesQuoted.toLowerCase();	final  String  allValues  =  stripBoundaryQuotes(allValuesQuoted);  	compilable	  [FE]  ComparisonFailure  testLoopingOptionLookAlike2	7	1	replace
304	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testLoopingOptionLookAlike2  [CONTEXT]  throws  OptionException  {  int  argumentCount  =  0;  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  final  String  allValuesQuoted  =  (String)  arguments.next();  [BUGGY]  final  String  allValues  =  allValuesQuoted.substring(0,  argumentCount);  [BUGGY]    if  (allValuesQuoted.equals(consumeRemaining))  {  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  commandLine.addValue(option,  arguments.next());  }  }  else  if  (commandLine.looksLikeOption(allValuesQuoted))  {  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	148	148	1	add	final  String  allValues  =  allValuesQuoted.substring(0,  argumentCount);	final  String  allValues  =  stripBoundaryQuotes(allValuesQuoted);  	compilable	  [FE]  ComparisonFailure  testLoopingOptionLookAlike2	7	1
305	[BUG]  [BUGGY]  final  String  allValues  =  allValuesQuoted.substring(0,  argumentCount);  [FE]  ComparisonFailure  testLoopingOptionLookAlike2  [CONTEXT]  throws  OptionException  {  int  argumentCount  =  0;  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  final  String  allValuesQuoted  =  (String)  arguments.next();  [BUGGY]  final  String  allValues  =  allValuesQuoted.substring(0,  argumentCount);  [BUGGY]    if  (allValuesQuoted.equals(consumeRemaining))  {  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  commandLine.addValue(option,  arguments.next());  }  }  else  if  (commandLine.looksLikeOption(allValuesQuoted))  {  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	148	148	1	replace	final  String  allValues  =  allValuesQuoted.substring(0,  argumentCount);	final  String  allValues  =  stripBoundaryQuotes(allValuesQuoted);  	compilable	  [FE]  ComparisonFailure  testLoopingOptionLookAlike2	7	1	replace
331	[BUG]  [BUGGY]    if(arguments.size()  >  0)  {  final  StringTokenizer  allValues  =  new  StringTokenizer(allValues,  String.valueOf(maximum));  arguments.remove();  }  [CE]  cannot  find  symbol  [CONTEXT]  commandLine.addValue(option,  arguments.next());  }  }  else  if  (commandLine.looksLikeOption(allValuesQuoted))  {  arguments.previous();  break;  }    [BUGGY]    if(arguments.size()  >  0)  {  final  StringTokenizer  allValues  =  new  StringTokenizer(allValues,  String.valueOf(maximum));  arguments.remove();  }  [BUGGY]  else  if  (subsequentSplit)  {  final  StringTokenizer  values  =  new  StringTokenizer(allValues,  String.valueOf(subsequentSeparator));  arguments.remove();  while  (values.hasMoreTokens()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  final  String  token  =  values.nextToken();  commandLine.addValue(option,  token);  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	164	164	1	replace	    if(arguments.size()  >  0)  {  final  StringTokenizer  allValues  =  new  StringTokenizer(allValues,  String.valueOf(maximum));  arguments.remove();  }		non-compiled	[CE]  cannot  find  symbol	14	None	add
332	[BUG]  [BUGGY]    if(argumentCount  >  1)  {  final  StringTokenizer  allValues  =  new  StringTokenizer(allValues,  String.valueOf(maximum));  arguments.remove();  }  [CE]  variable  allValues  is  already  defined  in  method  processValues(WriteableCommandLine,ListIterator,Option)  [CONTEXT]  commandLine.addValue(option,  arguments.next());  }  }  else  if  (commandLine.looksLikeOption(allValuesQuoted))  {  arguments.previous();  break;  }    [BUGGY]    if(argumentCount  >  1)  {  final  StringTokenizer  allValues  =  new  StringTokenizer(allValues,  String.valueOf(maximum));  arguments.remove();  }  [BUGGY]  else  if  (subsequentSplit)  {  final  StringTokenizer  values  =  new  StringTokenizer(allValues,  String.valueOf(subsequentSeparator));  arguments.remove();  while  (values.hasMoreTokens()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  final  String  token  =  values.nextToken();  commandLine.addValue(option,  token);  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	164	164	1	replace	    if(argumentCount  >  1)  {  final  StringTokenizer  allValues  =  new  StringTokenizer(allValues,  String.valueOf(maximum));  arguments.remove();  }		non-compiled	[CE]  variable  allValues  is  already  defined  in  method  processValues(WriteableCommandLine,ListIterator,Option)	14	None	add
333	[BUG]  [BUGGY]    if(arguments.size()  >  0)  {  final  StringTokenizer  allValues  =  new  StringTokenizer(allValues,  String.valueOf(maximum));  arguments.previous();  }  [CE]  cannot  find  symbol  [CONTEXT]  commandLine.addValue(option,  arguments.next());  }  }  else  if  (commandLine.looksLikeOption(allValuesQuoted))  {  arguments.previous();  break;  }    [BUGGY]    if(arguments.size()  >  0)  {  final  StringTokenizer  allValues  =  new  StringTokenizer(allValues,  String.valueOf(maximum));  arguments.previous();  }  [BUGGY]  else  if  (subsequentSplit)  {  final  StringTokenizer  values  =  new  StringTokenizer(allValues,  String.valueOf(subsequentSeparator));  arguments.remove();  while  (values.hasMoreTokens()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  final  String  token  =  values.nextToken();  commandLine.addValue(option,  token);  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	164	164	1	replace	    if(arguments.size()  >  0)  {  final  StringTokenizer  allValues  =  new  StringTokenizer(allValues,  String.valueOf(maximum));  arguments.previous();  }		non-compiled	[CE]  cannot  find  symbol	14	None	add
334	[BUG]  [BUGGY]    if(arguments.size()  >  0)  {  ++argumentCount;  }  [CE]  cannot  find  symbol  [CONTEXT]  commandLine.addValue(option,  arguments.next());  }  }  else  if  (commandLine.looksLikeOption(allValuesQuoted))  {  arguments.previous();  break;  }    [BUGGY]    if(arguments.size()  >  0)  {  ++argumentCount;  }  [BUGGY]  else  if  (subsequentSplit)  {  final  StringTokenizer  values  =  new  StringTokenizer(allValues,  String.valueOf(subsequentSeparator));  arguments.remove();  while  (values.hasMoreTokens()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  final  String  token  =  values.nextToken();  commandLine.addValue(option,  token);  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	164	164	1	replace	    if(arguments.size()  >  0)  {  ++argumentCount;  }		non-compiled	[CE]  cannot  find  symbol	14	None	add
335	[BUG]  [BUGGY]    if(arguments.size()  >  0)  {  final  StringTokenizer  allValues  =  new  StringTokenizer(allValues,  null);  arguments.remove();  }  [CE]  cannot  find  symbol  [CONTEXT]  commandLine.addValue(option,  arguments.next());  }  }  else  if  (commandLine.looksLikeOption(allValuesQuoted))  {  arguments.previous();  break;  }    [BUGGY]    if(arguments.size()  >  0)  {  final  StringTokenizer  allValues  =  new  StringTokenizer(allValues,  null);  arguments.remove();  }  [BUGGY]  else  if  (subsequentSplit)  {  final  StringTokenizer  values  =  new  StringTokenizer(allValues,  String.valueOf(subsequentSeparator));  arguments.remove();  while  (values.hasMoreTokens()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  final  String  token  =  values.nextToken();  commandLine.addValue(option,  token);  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	164	164	1	replace	    if(arguments.size()  >  0)  {  final  StringTokenizer  allValues  =  new  StringTokenizer(allValues,  null);  arguments.remove();  }		non-compiled	[CE]  cannot  find  symbol	14	None	add
364	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testLoopingOptionLookAlike2  [CONTEXT]  throws  OptionException  {  int  argumentCount  =  0;  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  final  String  allValuesQuoted  =  (String)  arguments.next();  final  String  allValues  =  stripBoundaryQuotes(allValuesQuoted);    [BUGGY]    final  String  consumeRemaining  =  allValues.substring(0,  argumentCount).trim();  [BUGGY]  if  (allValuesQuoted.equals(consumeRemaining))  {  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  commandLine.addValue(option,  arguments.next());  }  }  else  if  (commandLine.looksLikeOption(allValuesQuoted))  {  arguments.previous();  break;  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	151	151	1	add	    final  String  consumeRemaining  =  allValues.substring(0,  argumentCount).trim();		compilable	  [FE]  ComparisonFailure  testLoopingOptionLookAlike2	10	1
365	[BUG]  [BUGGY]    final  String  consumeRemaining  =  allValues.substring(0,  argumentCount).trim();  [FE]  ComparisonFailure  testLoopingOptionLookAlike2  [CONTEXT]  throws  OptionException  {  int  argumentCount  =  0;  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  final  String  allValuesQuoted  =  (String)  arguments.next();  final  String  allValues  =  stripBoundaryQuotes(allValuesQuoted);    [BUGGY]    final  String  consumeRemaining  =  allValues.substring(0,  argumentCount).trim();  [BUGGY]  if  (allValuesQuoted.equals(consumeRemaining))  {  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  commandLine.addValue(option,  arguments.next());  }  }  else  if  (commandLine.looksLikeOption(allValuesQuoted))  {  arguments.previous();  break;  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	151	151	1	replace	    final  String  consumeRemaining  =  allValues.substring(0,  argumentCount).trim();		compilable	  [FE]  ComparisonFailure  testLoopingOptionLookAlike2	10	1	add
422	[BUG]  [BUGGY]  int  argumentCount  =(arguments.size()  >  0)?  arguments.get(0):  null;  [CE]  cannot  find  symbol  [CONTEXT]  throws  OptionException  {    [BUGGY]  int  argumentCount  =(arguments.size()  >  0)?  arguments.get(0):  null;  [BUGGY]    while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  final  String  allValuesQuoted  =  (String)  arguments.next();  final  String  allValues  =  stripBoundaryQuotes(allValuesQuoted);  if  (allValuesQuoted.equals(consumeRemaining))  {  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  commandLine.addValue(option,  arguments.next());  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	144	144	1	replace	int  argumentCount  =(arguments.size()  >  0)?  arguments.get(0):  null;	int  argumentCount  =  0;  	non-compiled	[CE]  cannot  find  symbol	1	None	replace
423	[BUG]  [BUGGY]  int  argumentCount  =(arguments.size()  >  1)?  arguments.get(0):  0;  [CE]  cannot  find  symbol  [CONTEXT]  throws  OptionException  {    [BUGGY]  int  argumentCount  =(arguments.size()  >  1)?  arguments.get(0):  0;  [BUGGY]    while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  final  String  allValuesQuoted  =  (String)  arguments.next();  final  String  allValues  =  stripBoundaryQuotes(allValuesQuoted);  if  (allValuesQuoted.equals(consumeRemaining))  {  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  commandLine.addValue(option,  arguments.next());  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	144	144	1	replace	int  argumentCount  =(arguments.size()  >  1)?  arguments.get(0):  0;	int  argumentCount  =  0;  	non-compiled	[CE]  cannot  find  symbol	1	None	replace
424	[BUG]  [BUGGY]  int  argumentCount  =(arguments.size()  >  0)?  arguments.get(0):  0;  [CE]  cannot  find  symbol  [CONTEXT]  throws  OptionException  {    [BUGGY]  int  argumentCount  =(arguments.size()  >  0)?  arguments.get(0):  0;  [BUGGY]    while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  final  String  allValuesQuoted  =  (String)  arguments.next();  final  String  allValues  =  stripBoundaryQuotes(allValuesQuoted);  if  (allValuesQuoted.equals(consumeRemaining))  {  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  commandLine.addValue(option,  arguments.next());  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	144	144	1	replace	int  argumentCount  =(arguments.size()  >  0)?  arguments.get(0):  0;	int  argumentCount  =  0;  	non-compiled	[CE]  cannot  find  symbol	1	None	replace
481	[BUG]  [BUGGY]    final  ListIterator  arguments  =  options.listIterator();  [CE]  variable  arguments  is  already  defined  in  method  processValues(WriteableCommandLine,ListIterator,Option)  [CONTEXT]  throws  OptionException  {  int  argumentCount  =  0;  [BUGGY]    final  ListIterator  arguments  =  options.listIterator();  [BUGGY]  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  final  String  allValuesQuoted  =  (String)  arguments.next();  final  String  allValues  =  stripBoundaryQuotes(allValuesQuoted);  if  (allValuesQuoted.equals(consumeRemaining))  {  while  (arguments.hasNext()  &&  (argumentCount  <  maximum))  {  ++argumentCount;  commandLine.addValue(option,  arguments.next());  }  }  [CLASS]  ArgumentImpl  [METHOD]  processValues  [RETURN_TYPE]  void  WriteableCommandLine  commandLine  ListIterator  arguments  Option  option  [VARIABLES]  StringTokenizer  values  boolean  subsequentSplit  char  DEFAULT_INITIAL_SEPARATOR  DEFAULT_SUBSEQUENT_SEPARATOR  NUL  initialSeparator  subsequentSeparator  WriteableCommandLine  commandLine  ResourceHelper  resources  List  defaultValues  valueDefaults  Option  option  String  DEFAULT_CONSUME_REMAINING  allValues  allValuesQuoted  consumeRemaining  description  name  token  ListIterator  arguments  int  argumentCount  id  maximum  minimum  Validator  validator  	projects/Cli13/src/java/org/apache/commons/cli2/option/ArgumentImpl.java	1.0	146	146	1	replace	    final  ListIterator  arguments  =  options.listIterator();		non-compiled	[CE]  variable  arguments  is  already  defined  in  method  processValues(WriteableCommandLine,ListIterator,Option)	4	None	add
