bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {    [BUGGY]    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  sum;  [BUGGY]  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	173	173	1	add	    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  sum;		compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	12	1
385	[BUG]  [BUGGY]  [FE]  StackOverflowError  testRegularizedGammaPositivePositive  [CONTEXT]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {    [BUGGY]    regularizedGammaQ(a,  x,  epsilon,  maxIterations);  ret  =  1.0  -  regularizedGammaP(a,  x,  epsilon,  maxIterations);  [BUGGY]  double  n  =  0.0;  //  current  element  index    double  an  =  1.0  /  a;  //  n-th  element  in  the  series      double  sum  =  an;  //  partial  sum  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	168	170	1	add	    regularizedGammaQ(a,  x,  epsilon,  maxIterations);  ret  =  1.0  -  regularizedGammaP(a,  x,  epsilon,  maxIterations);		compilable	  [FE]  StackOverflowError  testRegularizedGammaPositivePositive	4	1
386	[BUG]  [BUGGY]    regularizedGammaQ(a,  x,  epsilon,  maxIterations);  ret  =  1.0  -  regularizedGammaP(a,  x,  epsilon,  maxIterations);  [FE]  StackOverflowError  testRegularizedGammaPositivePositive  [CONTEXT]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {    [BUGGY]    regularizedGammaQ(a,  x,  epsilon,  maxIterations);  ret  =  1.0  -  regularizedGammaP(a,  x,  epsilon,  maxIterations);  [BUGGY]  double  n  =  0.0;  //  current  element  index    double  an  =  1.0  /  a;  //  n-th  element  in  the  series      double  sum  =  an;  //  partial  sum  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	168	170	1	replace	    regularizedGammaQ(a,  x,  epsilon,  maxIterations);  ret  =  1.0  -  regularizedGammaP(a,  x,  epsilon,  maxIterations);		compilable	  [FE]  StackOverflowError  testRegularizedGammaPositivePositive	4	1	add
1	[BUG]  [BUGGY]    if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  throw  new  MaxIterationsExceededException( "max  [CE]  unclosed  string  literal  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {    [BUGGY]    if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  throw  new  MaxIterationsExceededException( "max  [BUGGY]  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	173	173	1	replace	    if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  throw  new  MaxIterationsExceededException( "max		non-compiled	[CE]  unclosed  string  literal	12	None	add
2	[BUG]  [BUGGY]    if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  throw  new  MaxIterationExceededException( "max  [CE]  unclosed  string  literal  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {    [BUGGY]    if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  throw  new  MaxIterationExceededException( "max  [BUGGY]  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	173	173	1	replace	    if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  throw  new  MaxIterationExceededException( "max		non-compiled	[CE]  unclosed  string  literal	12	None	add
3	[BUG]  [BUGGY]  [FE]  StackOverflowError  testRegularizedGammaPositivePositive  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {    [BUGGY]    x  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  [BUGGY]  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	173	173	1	add	    x  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);		compilable	  [FE]  StackOverflowError  testRegularizedGammaPositivePositive	12	1
4	[BUG]  [BUGGY]    x  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  [FE]  StackOverflowError  testRegularizedGammaPositivePositive  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {    [BUGGY]    x  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  [BUGGY]  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	173	173	1	replace	    x  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);		compilable	  [FE]  StackOverflowError  testRegularizedGammaPositivePositive	12	1	add
4	[BUG]  [BUGGY]    if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  }  [CE]  illegal  start  of  expression  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {    [BUGGY]    if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  }  [BUGGY]  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	173	173	1	replace	    if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  }		non-compiled	[CE]  illegal  start  of  expression	12	None	add
5	[BUG]  [BUGGY]    if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  throw  new  ClassExceededException( "max  [CE]  unclosed  string  literal  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {    [BUGGY]    if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  throw  new  ClassExceededException( "max  [BUGGY]  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	173	173	1	replace	    if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  if(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  throw  new  ClassExceededException( "max		non-compiled	[CE]  unclosed  string  literal	12	None	add
31	[BUG]  [BUGGY]  double  n  =  1.0;  //  current  moment  =  a;  [CE]  cannot  find  symbol  an  [CONTEXT]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {    [BUGGY]  double  n  =  1.0;  //  current  moment  =  a;  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	168	170	1	replace	double  n  =  1.0;  //  current  moment  =  a;	double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series    double  sum  =  an;  //  partial  sum  	non-compiled	[CE]  cannot  find  symbol  an	3	None	replace
32	[BUG]  [BUGGY]  double  n  =  1.0;  //  current  element  index  =  a;  [CE]  cannot  find  symbol  an  [CONTEXT]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {    [BUGGY]  double  n  =  1.0;  //  current  element  index  =  a;  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	168	170	1	replace	double  n  =  1.0;  //  current  element  index  =  a;	double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series    double  sum  =  an;  //  partial  sum  	non-compiled	[CE]  cannot  find  symbol  an	3	None	replace
33	[BUG]  [BUGGY]  double  n  =  1.0;  //  current  element  index  =  1.0  /  a;  [CE]  cannot  find  symbol  an  [CONTEXT]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {    [BUGGY]  double  n  =  1.0;  //  current  element  index  =  1.0  /  a;  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	168	170	1	replace	double  n  =  1.0;  //  current  element  index  =  1.0  /  a;	double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series    double  sum  =  an;  //  partial  sum  	non-compiled	[CE]  cannot  find  symbol  an	3	None	replace
34	[BUG]  [BUGGY]  double  n  =  1.0;  //  current  day  =  a;  [CE]  cannot  find  symbol  an  [CONTEXT]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {    [BUGGY]  double  n  =  1.0;  //  current  day  =  a;  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	168	170	1	replace	double  n  =  1.0;  //  current  day  =  a;	double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series    double  sum  =  an;  //  partial  sum  	non-compiled	[CE]  cannot  find  symbol  an	3	None	replace
64	[BUG]  [BUGGY]    ret  =  RegularizedGammaP(a,  x,  epsilon,  maxIterations);  [CE]  cannot  find  symbol  [CONTEXT]  {  double  ret;  if  (Double.isNaN(a)  ||  Double.isNaN(x)  ||  (a  <=  0.0)  ||  (x  <  0.0))  {  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  [BUGGY]    ret  =  RegularizedGammaP(a,  x,  epsilon,  maxIterations);  [BUGGY]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	162	162	1	replace	    ret  =  RegularizedGammaP(a,  x,  epsilon,  maxIterations);		non-compiled	[CE]  cannot  find  symbol	2	None	add
65	[BUG]  [BUGGY]    if(a  >=  1.0  &&  x  <  1.0  &&!isVowel(x))  {  ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  [CE]  cannot  find  symbol  [CONTEXT]  {  double  ret;  if  (Double.isNaN(a)  ||  Double.isNaN(x)  ||  (a  <=  0.0)  ||  (x  <  0.0))  {  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  [BUGGY]    if(a  >=  1.0  &&  x  <  1.0  &&!isVowel(x))  {  ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  [BUGGY]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	162	162	1	replace	    if(a  >=  1.0  &&  x  <  1.0  &&!isVowel(x))  {  ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }		non-compiled	[CE]  cannot  find  symbol	2	None	add
91	[BUG]  [BUGGY]    while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  [CE]  illegal  start  of  expression  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  [BUGGY]    while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  [BUGGY]  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	174	174	1	replace	    while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;		non-compiled	[CE]  illegal  start  of  expression	14	None	add
92	[BUG]  [BUGGY]    while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n  =  n  -  1.0;  [CE]  illegal  start  of  expression  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  [BUGGY]    while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n  =  n  -  1.0;  [BUGGY]  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	174	174	1	replace	    while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n  =  n  -  1.0;		non-compiled	[CE]  illegal  start  of  expression	14	None	add
93	[BUG]  [BUGGY]    while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n++;  [CE]  illegal  start  of  expression  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  [BUGGY]    while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n++;  [BUGGY]  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	174	174	1	replace	    while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  n++;		non-compiled	[CE]  illegal  start  of  expression	14	None	add
94	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  [BUGGY]    n  =  Math.abs(an);  [BUGGY]  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	174	174	1	add	    n  =  Math.abs(an);		compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	14	1
