bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action2	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testCalendarTimezoneRespected  [CONTEXT]  rule  =  TwoDigitMonthField.INSTANCE;  }  else  {  rule  =  UnpaddedMonthField.INSTANCE;  }  break;  case  'd':  //  day  in  month  (number)  rule  =  selectNumberRule(Calendar.DAY_OF_MONTH,  tokenLen);  break;  case  'h':  //  hour  in  am/pm  (number,  1..12)  rule  =  new  TwelveHourField(selectNumberRule(Calendar.HOUR,  tokenLen));  [BUGGY]  rule  =  new  TwelveHourField(selectNumberRule(Calendar.MINUTE,  tokenLen));  break;  [BUGGY]  case  'H':  //  hour  in  day  (number,  0..23)  rule  =  selectNumberRule(Calendar.HOUR_OF_DAY,  tokenLen);  break;  case  'm':  //  minute  in  hour  (number)  rule  =  selectNumberRule(Calendar.MINUTE,  tokenLen);  break;  case  's':  //  second  in  minute  (number)  rule  =  selectNumberRule(Calendar.SECOND,  tokenLen);  break;  case  'S':  //  millisecond  (number)  [CLASS]  FastDatePrinter  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  [METHOD]  parsePattern  [RETURN_TYPE]  List  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  ConcurrentMap  cTimeZoneDisplayCache  TwoDigitYearField  INSTANCE  int[]  indexRef  String  mDaylight  mPattern  mStandard  mValue  pattern  sub  token  value  String[]  AmPmStrings  ERAs  mValues  months  shortMonths  shortWeekdays  values  weekdays  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  field  i  len  length  mField  mMaxLengthEstimate  mSize  mStyle  size  style  tokenLen  Rule[]  mRules  TimeZone  mTimeZone  timeZone  zone  boolean  colon  daylight  mColon  NumberRule  mRule  rule  char  c  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  DateFormatSymbols  symbols  List  rules  Rule  rule  	projects/Lang8/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java	1.0	221	221	2	add	rule  =  new  TwelveHourField(selectNumberRule(Calendar.MINUTE,  tokenLen));  break;	break;  	compilable	  [FE]  ComparisonFailure  testCalendarTimezoneRespected	3	2
95	[BUG]  [BUGGY]    [CE]  'else'  without  'if'  [CONTEXT]  case  'a':  //  am/pm  marker  (text)  rule  =  new  TextField(Calendar.AM_PM,  AmPmStrings);  break;  case  'k':  //  hour  in  day  (1..24)  rule  =  new  TwentyFourHourField(selectNumberRule(Calendar.HOUR_OF_DAY,  tokenLen));  break;  case  'K':  //  hour  in  am/pm  (0..11)  rule  =  selectNumberRule(Calendar.HOUR,  tokenLen);  break;  case  'z':  //  time  zone  (text)  [BUGGY]    [BUGGY]  rule  =  new  TimeZoneNameRule(mTimeZone,  mLocale,  TimeZone.LONG);  }  else  {  rule  =  new  TimeZoneNameRule(mTimeZone,  mLocale,  TimeZone.SHORT);  }  break;  case  'Z':  //  time  zone  (value)  if  (tokenLen  ==  1)  {  rule  =  TimeZoneNumberRule.INSTANCE_NO_COLON;  }  else  {  rule  =  TimeZoneNumberRule.INSTANCE_COLON;  [CLASS]  FastDatePrinter  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  [METHOD]  parsePattern  [RETURN_TYPE]  List  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  ConcurrentMap  cTimeZoneDisplayCache  TwoDigitYearField  INSTANCE  int[]  indexRef  String  mDaylight  mPattern  mStandard  mValue  pattern  sub  token  value  String[]  AmPmStrings  ERAs  mValues  months  shortMonths  shortWeekdays  values  weekdays  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  field  i  len  length  mField  mMaxLengthEstimate  mSize  mStyle  size  style  tokenLen  Rule[]  mRules  TimeZone  mTimeZone  timeZone  zone  boolean  colon  daylight  mColon  NumberRule  mRule  rule  char  c  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  DateFormatSymbols  symbols  List  rules  Rule  rule  	projects/Lang8/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java	0.7071067811865475	259	259	2	replace	  	if  (tokenLen  >=  4)  {  	non-compiled	[CE]  'else'  without  'if'	9	None	replace
102	[BUG]  [BUGGY]  rule  =  new  TimeZoneNameRule(mTimeZone,  mLocale,  TimeZone.SHORT;  [CE]  ')'  expected  [CONTEXT]  if  (tokenLen  >=  4)  {  rule  =  new  TimeZoneNameRule(mTimeZone,  mLocale,  TimeZone.LONG);  }  else  {  [BUGGY]  rule  =  new  TimeZoneNameRule(mTimeZone,  mLocale,  TimeZone.SHORT;  [BUGGY]  }  [CLASS]  FastDatePrinter  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  [METHOD]  parsePattern  [RETURN_TYPE]  List  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  ConcurrentMap  cTimeZoneDisplayCache  TwoDigitYearField  INSTANCE  int[]  indexRef  String  mDaylight  mPattern  mStandard  mValue  pattern  sub  token  value  String[]  AmPmStrings  ERAs  mValues  months  shortMonths  shortWeekdays  values  weekdays  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  field  i  len  length  mField  mMaxLengthEstimate  mSize  mStyle  size  style  tokenLen  Rule[]  mRules  TimeZone  mTimeZone  timeZone  zone  boolean  colon  daylight  mColon  NumberRule  mRule  rule  char  c  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  DateFormatSymbols  symbols  List  rules  Rule  rule  	projects/Lang8/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java	0.7071067811865475	262	262	2	replace	rule  =  new  TimeZoneNameRule(mTimeZone,  mLocale,  TimeZone.SHORT;	rule  =  new  TimeZoneNameRule(mTimeZone,  mLocale,  TimeZone.SHORT);  	non-compiled	[CE]  ')'  expected	11	None	replace
112	[BUG]  [BUGGY]  String  value  =  cTimeZoneDisplayCache.putIfAbsent(key);  [CE]  no  suitable  method  found  for  putIfAbsent(TimeZoneDisplayKey)  [CONTEXT]  static  String  getTimeZoneDisplay(TimeZone  tz,  boolean  daylight,  int  style,  Locale  locale)  {  TimeZoneDisplayKey  key  =  new  TimeZoneDisplayKey(tz,  daylight,  style,  locale);  [BUGGY]  String  value  =  cTimeZoneDisplayCache.putIfAbsent(key);  [BUGGY]  if  (value  ==  null)  {  value  =  tz.getDisplayName(daylight,  style,  locale);  String  prior  =  cTimeZoneDisplayCache.putIfAbsent(key,  value);  if  (prior  !=  null)  {  value=  prior;  }  }  return  value;  }  [CLASS]  FastDatePrinter  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  [METHOD]  getTimeZoneDisplay  [RETURN_TYPE]  String  TimeZone  tz  boolean  daylight  int  style  Locale  locale  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  ConcurrentMap  cTimeZoneDisplayCache  TimeZoneDisplayKey  key  TwoDigitYearField  INSTANCE  String  mDaylight  mPattern  mStandard  mValue  pattern  prior  sub  token  value  String[]  AmPmStrings  ERAs  mValues  months  shortMonths  shortWeekdays  values  weekdays  long  millis  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  digits  field  i  len  length  mField  mMaxLengthEstimate  mSize  mStyle  max  padding  size  style  tokenLen  value  Rule[]  mRules  TimeZone  mTimeZone  timeZone  tz  zone  boolean  colon  daylight  inLiteral  mColon  NumberRule  mRule  rule  char  c  mValue  peek  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  	projects/Lang8/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java	0.7071067811865475	1080	1080	2	replace	String  value  =  cTimeZoneDisplayCache.putIfAbsent(key);	String  value  =  cTimeZoneDisplayCache.get(key);  	non-compiled	[CE]  no  suitable  method  found  for  putIfAbsent(TimeZoneDisplayKey)	17	None	replace
113	[BUG]  [BUGGY]  String  value  =  cTimeZoneDisplayCache.put(key,  value);  [CE]  variable  value  might  not  have  been  initialized  [CONTEXT]  static  String  getTimeZoneDisplay(TimeZone  tz,  boolean  daylight,  int  style,  Locale  locale)  {  TimeZoneDisplayKey  key  =  new  TimeZoneDisplayKey(tz,  daylight,  style,  locale);  [BUGGY]  String  value  =  cTimeZoneDisplayCache.put(key,  value);  [BUGGY]  if  (value  ==  null)  {  value  =  tz.getDisplayName(daylight,  style,  locale);  String  prior  =  cTimeZoneDisplayCache.putIfAbsent(key,  value);  if  (prior  !=  null)  {  value=  prior;  }  }  return  value;  }  [CLASS]  FastDatePrinter  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  [METHOD]  getTimeZoneDisplay  [RETURN_TYPE]  String  TimeZone  tz  boolean  daylight  int  style  Locale  locale  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  ConcurrentMap  cTimeZoneDisplayCache  TimeZoneDisplayKey  key  TwoDigitYearField  INSTANCE  String  mDaylight  mPattern  mStandard  mValue  pattern  prior  sub  token  value  String[]  AmPmStrings  ERAs  mValues  months  shortMonths  shortWeekdays  values  weekdays  long  millis  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  digits  field  i  len  length  mField  mMaxLengthEstimate  mSize  mStyle  max  padding  size  style  tokenLen  value  Rule[]  mRules  TimeZone  mTimeZone  timeZone  tz  zone  boolean  colon  daylight  inLiteral  mColon  NumberRule  mRule  rule  char  c  mValue  peek  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  	projects/Lang8/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java	0.7071067811865475	1080	1080	2	replace	String  value  =  cTimeZoneDisplayCache.put(key,  value);	String  value  =  cTimeZoneDisplayCache.get(key);  	non-compiled	[CE]  variable  value  might  not  have  been  initialized	17	None	replace
114	[BUG]  [BUGGY]  String  value  =  cTimeZoneDisplayCache.putIfAbsent(key,  value);  [CE]  variable  value  might  not  have  been  initialized  [CONTEXT]  static  String  getTimeZoneDisplay(TimeZone  tz,  boolean  daylight,  int  style,  Locale  locale)  {  TimeZoneDisplayKey  key  =  new  TimeZoneDisplayKey(tz,  daylight,  style,  locale);  [BUGGY]  String  value  =  cTimeZoneDisplayCache.putIfAbsent(key,  value);  [BUGGY]  if  (value  ==  null)  {  value  =  tz.getDisplayName(daylight,  style,  locale);  String  prior  =  cTimeZoneDisplayCache.putIfAbsent(key,  value);  if  (prior  !=  null)  {  value=  prior;  }  }  return  value;  }  [CLASS]  FastDatePrinter  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  [METHOD]  getTimeZoneDisplay  [RETURN_TYPE]  String  TimeZone  tz  boolean  daylight  int  style  Locale  locale  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  ConcurrentMap  cTimeZoneDisplayCache  TimeZoneDisplayKey  key  TwoDigitYearField  INSTANCE  String  mDaylight  mPattern  mStandard  mValue  pattern  prior  sub  token  value  String[]  AmPmStrings  ERAs  mValues  months  shortMonths  shortWeekdays  values  weekdays  long  millis  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  digits  field  i  len  length  mField  mMaxLengthEstimate  mSize  mStyle  max  padding  size  style  tokenLen  value  Rule[]  mRules  TimeZone  mTimeZone  timeZone  tz  zone  boolean  colon  daylight  inLiteral  mColon  NumberRule  mRule  rule  char  c  mValue  peek  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  	projects/Lang8/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java	0.7071067811865475	1080	1080	2	replace	String  value  =  cTimeZoneDisplayCache.putIfAbsent(key,  value);	String  value  =  cTimeZoneDisplayCache.get(key);  	non-compiled	[CE]  variable  value  might  not  have  been  initialized	17	None	replace
121	[BUG]  [BUGGY]    rule.add(selectNumberRule(Calendar.AM_PM,  tokenLen));  [CE]  cannot  find  symbol  [CONTEXT]  rule  =  selectNumberRule(Calendar.DAY_OF_WEEK_IN_MONTH,  tokenLen);  break;  case  'w':  //  week  in  year  (number)  rule  =  selectNumberRule(Calendar.WEEK_OF_YEAR,  tokenLen);  break;  case  'W':  //  week  in  month  (number)  rule  =  selectNumberRule(Calendar.WEEK_OF_MONTH,  tokenLen);  break;  case  'a':  //  am/pm  marker  (text)  rule  =  new  TextField(Calendar.AM_PM,  AmPmStrings);  [BUGGY]    rule.add(selectNumberRule(Calendar.AM_PM,  tokenLen));  [BUGGY]  break;  case  'k':  //  hour  in  day  (1..24)  rule  =  new  TwentyFourHourField(selectNumberRule(Calendar.HOUR_OF_DAY,  tokenLen));  break;  case  'K':  //  hour  in  am/pm  (0..11)  rule  =  selectNumberRule(Calendar.HOUR,  tokenLen);  break;  case  'z':  //  time  zone  (text)  if  (tokenLen  >=  4)  {  rule  =  new  TimeZoneNameRule(mTimeZone,  mLocale,  TimeZone.LONG);  }  else  {  [CLASS]  FastDatePrinter  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  [METHOD]  parsePattern  [RETURN_TYPE]  List  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  ConcurrentMap  cTimeZoneDisplayCache  TwoDigitYearField  INSTANCE  int[]  indexRef  String  mDaylight  mPattern  mStandard  mValue  pattern  sub  token  value  String[]  AmPmStrings  ERAs  mValues  months  shortMonths  shortWeekdays  values  weekdays  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  field  i  len  length  mField  mMaxLengthEstimate  mSize  mStyle  size  style  tokenLen  Rule[]  mRules  TimeZone  mTimeZone  timeZone  zone  boolean  colon  daylight  mColon  NumberRule  mRule  rule  char  c  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  DateFormatSymbols  symbols  List  rules  Rule  rule  	projects/Lang8/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java	0.7071067811865475	251	251	2	replace	    rule.add(selectNumberRule(Calendar.AM_PM,  tokenLen));		non-compiled	[CE]  cannot  find  symbol	8	None	add
122	[BUG]  [BUGGY]    rule.selectNumberRule(Calendar.AM_PM,  tokenLen));  [CE]  ';'  expected  [CONTEXT]  rule  =  selectNumberRule(Calendar.DAY_OF_WEEK_IN_MONTH,  tokenLen);  break;  case  'w':  //  week  in  year  (number)  rule  =  selectNumberRule(Calendar.WEEK_OF_YEAR,  tokenLen);  break;  case  'W':  //  week  in  month  (number)  rule  =  selectNumberRule(Calendar.WEEK_OF_MONTH,  tokenLen);  break;  case  'a':  //  am/pm  marker  (text)  rule  =  new  TextField(Calendar.AM_PM,  AmPmStrings);  [BUGGY]    rule.selectNumberRule(Calendar.AM_PM,  tokenLen));  [BUGGY]  break;  case  'k':  //  hour  in  day  (1..24)  rule  =  new  TwentyFourHourField(selectNumberRule(Calendar.HOUR_OF_DAY,  tokenLen));  break;  case  'K':  //  hour  in  am/pm  (0..11)  rule  =  selectNumberRule(Calendar.HOUR,  tokenLen);  break;  case  'z':  //  time  zone  (text)  if  (tokenLen  >=  4)  {  rule  =  new  TimeZoneNameRule(mTimeZone,  mLocale,  TimeZone.LONG);  }  else  {  [CLASS]  FastDatePrinter  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  [METHOD]  parsePattern  [RETURN_TYPE]  List  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  ConcurrentMap  cTimeZoneDisplayCache  TwoDigitYearField  INSTANCE  int[]  indexRef  String  mDaylight  mPattern  mStandard  mValue  pattern  sub  token  value  String[]  AmPmStrings  ERAs  mValues  months  shortMonths  shortWeekdays  values  weekdays  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  field  i  len  length  mField  mMaxLengthEstimate  mSize  mStyle  size  style  tokenLen  Rule[]  mRules  TimeZone  mTimeZone  timeZone  zone  boolean  colon  daylight  mColon  NumberRule  mRule  rule  char  c  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  DateFormatSymbols  symbols  List  rules  Rule  rule  	projects/Lang8/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java	0.7071067811865475	251	251	2	replace	    rule.selectNumberRule(Calendar.AM_PM,  tokenLen));		non-compiled	[CE]  ';'  expected	8	None	add
123	[BUG]  [BUGGY]    rule.add(selectNumberRule(Calendar.AM_PM),  tokenLen);  [CE]  method  selectNumberRule  in  class  FastDatePrinter  cannot  be  applied  to  given  types;  [CONTEXT]  rule  =  selectNumberRule(Calendar.DAY_OF_WEEK_IN_MONTH,  tokenLen);  break;  case  'w':  //  week  in  year  (number)  rule  =  selectNumberRule(Calendar.WEEK_OF_YEAR,  tokenLen);  break;  case  'W':  //  week  in  month  (number)  rule  =  selectNumberRule(Calendar.WEEK_OF_MONTH,  tokenLen);  break;  case  'a':  //  am/pm  marker  (text)  rule  =  new  TextField(Calendar.AM_PM,  AmPmStrings);  [BUGGY]    rule.add(selectNumberRule(Calendar.AM_PM),  tokenLen);  [BUGGY]  break;  case  'k':  //  hour  in  day  (1..24)  rule  =  new  TwentyFourHourField(selectNumberRule(Calendar.HOUR_OF_DAY,  tokenLen));  break;  case  'K':  //  hour  in  am/pm  (0..11)  rule  =  selectNumberRule(Calendar.HOUR,  tokenLen);  break;  case  'z':  //  time  zone  (text)  if  (tokenLen  >=  4)  {  rule  =  new  TimeZoneNameRule(mTimeZone,  mLocale,  TimeZone.LONG);  }  else  {  [CLASS]  FastDatePrinter  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  [METHOD]  parsePattern  [RETURN_TYPE]  List  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  ConcurrentMap  cTimeZoneDisplayCache  TwoDigitYearField  INSTANCE  int[]  indexRef  String  mDaylight  mPattern  mStandard  mValue  pattern  sub  token  value  String[]  AmPmStrings  ERAs  mValues  months  shortMonths  shortWeekdays  values  weekdays  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  field  i  len  length  mField  mMaxLengthEstimate  mSize  mStyle  size  style  tokenLen  Rule[]  mRules  TimeZone  mTimeZone  timeZone  zone  boolean  colon  daylight  mColon  NumberRule  mRule  rule  char  c  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  DateFormatSymbols  symbols  List  rules  Rule  rule  	projects/Lang8/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java	0.7071067811865475	251	251	2	replace	    rule.add(selectNumberRule(Calendar.AM_PM),  tokenLen);		non-compiled	[CE]  method  selectNumberRule  in  class  FastDatePrinter  cannot  be  applied  to  given  types;	8	None	add
124	[BUG]  [BUGGY]    rule.add(selectNumberRule(Calendar.PM_PM,  tokenLen));  [CE]  cannot  find  symbol  PM_PM  [CONTEXT]  rule  =  selectNumberRule(Calendar.DAY_OF_WEEK_IN_MONTH,  tokenLen);  break;  case  'w':  //  week  in  year  (number)  rule  =  selectNumberRule(Calendar.WEEK_OF_YEAR,  tokenLen);  break;  case  'W':  //  week  in  month  (number)  rule  =  selectNumberRule(Calendar.WEEK_OF_MONTH,  tokenLen);  break;  case  'a':  //  am/pm  marker  (text)  rule  =  new  TextField(Calendar.AM_PM,  AmPmStrings);  [BUGGY]    rule.add(selectNumberRule(Calendar.PM_PM,  tokenLen));  [BUGGY]  break;  case  'k':  //  hour  in  day  (1..24)  rule  =  new  TwentyFourHourField(selectNumberRule(Calendar.HOUR_OF_DAY,  tokenLen));  break;  case  'K':  //  hour  in  am/pm  (0..11)  rule  =  selectNumberRule(Calendar.HOUR,  tokenLen);  break;  case  'z':  //  time  zone  (text)  if  (tokenLen  >=  4)  {  rule  =  new  TimeZoneNameRule(mTimeZone,  mLocale,  TimeZone.LONG);  }  else  {  [CLASS]  FastDatePrinter  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  [METHOD]  parsePattern  [RETURN_TYPE]  List  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  ConcurrentMap  cTimeZoneDisplayCache  TwoDigitYearField  INSTANCE  int[]  indexRef  String  mDaylight  mPattern  mStandard  mValue  pattern  sub  token  value  String[]  AmPmStrings  ERAs  mValues  months  shortMonths  shortWeekdays  values  weekdays  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  field  i  len  length  mField  mMaxLengthEstimate  mSize  mStyle  size  style  tokenLen  Rule[]  mRules  TimeZone  mTimeZone  timeZone  zone  boolean  colon  daylight  mColon  NumberRule  mRule  rule  char  c  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  DateFormatSymbols  symbols  List  rules  Rule  rule  	projects/Lang8/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java	0.7071067811865475	251	251	2	replace	    rule.add(selectNumberRule(Calendar.PM_PM,  tokenLen));		non-compiled	[CE]  cannot  find  symbol  PM_PM	8	None	add
125	[BUG]  [BUGGY]    rule.setTime(am/pm,  tokenLen);  [CE]  cannot  find  symbol  am  [CONTEXT]  rule  =  selectNumberRule(Calendar.DAY_OF_WEEK_IN_MONTH,  tokenLen);  break;  case  'w':  //  week  in  year  (number)  rule  =  selectNumberRule(Calendar.WEEK_OF_YEAR,  tokenLen);  break;  case  'W':  //  week  in  month  (number)  rule  =  selectNumberRule(Calendar.WEEK_OF_MONTH,  tokenLen);  break;  case  'a':  //  am/pm  marker  (text)  rule  =  new  TextField(Calendar.AM_PM,  AmPmStrings);  [BUGGY]    rule.setTime(am/pm,  tokenLen);  [BUGGY]  break;  case  'k':  //  hour  in  day  (1..24)  rule  =  new  TwentyFourHourField(selectNumberRule(Calendar.HOUR_OF_DAY,  tokenLen));  break;  case  'K':  //  hour  in  am/pm  (0..11)  rule  =  selectNumberRule(Calendar.HOUR,  tokenLen);  break;  case  'z':  //  time  zone  (text)  if  (tokenLen  >=  4)  {  rule  =  new  TimeZoneNameRule(mTimeZone,  mLocale,  TimeZone.LONG);  }  else  {  [CLASS]  FastDatePrinter  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  [METHOD]  parsePattern  [RETURN_TYPE]  List  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  ConcurrentMap  cTimeZoneDisplayCache  TwoDigitYearField  INSTANCE  int[]  indexRef  String  mDaylight  mPattern  mStandard  mValue  pattern  sub  token  value  String[]  AmPmStrings  ERAs  mValues  months  shortMonths  shortWeekdays  values  weekdays  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  field  i  len  length  mField  mMaxLengthEstimate  mSize  mStyle  size  style  tokenLen  Rule[]  mRules  TimeZone  mTimeZone  timeZone  zone  boolean  colon  daylight  mColon  NumberRule  mRule  rule  char  c  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  DateFormatSymbols  symbols  List  rules  Rule  rule  	projects/Lang8/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java	0.7071067811865475	251	251	2	replace	    rule.setTime(am/pm,  tokenLen);		non-compiled	[CE]  cannot  find  symbol  am	8	None	add
