bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action3	[BUG]  [BUGGY]  [FE]  NullPointerException  testGetParsedOptionValue  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]  return  numberOfArgs  >  1  ||  numberOfArgs  ==  UNLIMITED_VALUES;  [BUGGY]  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	add	return  numberOfArgs  >  1  ||  numberOfArgs  ==  UNLIMITED_VALUES;	return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  	compilable	  [FE]  NullPointerException  testGetParsedOptionValue	15	2
161	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]  return  this.longOpt;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	add	return  this.longOpt;	return  longOpt;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	11	2
162	[BUG]  [BUGGY]  return  this.longOpt;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]  return  this.longOpt;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	return  this.longOpt;	return  longOpt;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	11	2	replace
162	[BUG]  [BUGGY]  return(longOpt  ==  null)?  LongOpt.NULL  :  longOpt;  [CE]  cannot  find  symbol  LongOpt  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]  return(longOpt  ==  null)?  LongOpt.NULL  :  longOpt;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	return(longOpt  ==  null)?  LongOpt.NULL  :  longOpt;	return  longOpt;  	non-compiled	[CE]  cannot  find  symbol  LongOpt	11	None	replace
164	[BUG]  [BUGGY]  return(longOpt  ==  null)?  longOpt  :  Op.NONE;  [CE]  cannot  find  symbol  Op  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]  return(longOpt  ==  null)?  longOpt  :  Op.NONE;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	return(longOpt  ==  null)?  longOpt  :  Op.NONE;	return  longOpt;  	non-compiled	[CE]  cannot  find  symbol  Op	11	None	replace
173	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]  OptionBuilder.type  =  newType  ==  null?  type  :  newType;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	add	OptionBuilder.type  =  newType  ==  null?  type  :  newType;	OptionBuilder.type  =  newType;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	1	2
174	[BUG]  [BUGGY]  OptionBuilder.type  =  newType  ==  null?  type  :  newType;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]  OptionBuilder.type  =  newType  ==  null?  type  :  newType;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	replace	OptionBuilder.type  =  newType  ==  null?  type  :  newType;	OptionBuilder.type  =  newType;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	1	2	replace
174	[BUG]  [BUGGY]  OptionBuilder.type  =  newType  ==  null?  this  :  newType;  [CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]  OptionBuilder.type  =  newType  ==  null?  this  :  newType;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	replace	OptionBuilder.type  =  newType  ==  null?  this  :  newType;	OptionBuilder.type  =  newType;  	non-compiled	[CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context	1	None	replace
181	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]  return  this.required;  [BUGGY]  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	add	return  this.required;	return  required;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	13	2
182	[BUG]  [BUGGY]  return  this.required;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]  return  this.required;  [BUGGY]  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	return  this.required;	return  required;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	13	2	replace
182	[BUG]  [BUGGY]  return(required  ==  null)||(valuesep!=  null  &&!valuesep.equals(this.valuesep)));  [CE]  ';'  expected  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]  return(required  ==  null)||(valuesep!=  null  &&!valuesep.equals(this.valuesep)));  [BUGGY]  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	return(required  ==  null)||(valuesep!=  null  &&!valuesep.equals(this.valuesep)));	return  required;  	non-compiled	[CE]  ';'  expected	13	None	replace
183	[BUG]  [BUGGY]  return(required  ==  null)||(valuesep!=  null  &&!valuesep.equals(this.valuesep));  [CE]  bad  operand  types  for  binary  operator  '=='  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]  return(required  ==  null)||(valuesep!=  null  &&!valuesep.equals(this.valuesep));  [BUGGY]  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	return(required  ==  null)||(valuesep!=  null  &&!valuesep.equals(this.valuesep));	return  required;  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '=='	13	None	replace
184	[BUG]  [BUGGY]  return(required  ==  null)||(valuesep!=  null  &&  values.size()  >  0);  [CE]  bad  operand  types  for  binary  operator  '=='  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]  return(required  ==  null)||(valuesep!=  null  &&  values.size()  >  0);  [BUGGY]  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	return(required  ==  null)||(valuesep!=  null  &&  values.size()  >  0);	return  required;  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '=='	13	None	replace
191	[BUG]  [BUGGY]    int  numberOfArgs  =  getValues();  [CE]  incompatible  types  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]    int  numberOfArgs  =  getValues();  [BUGGY]  return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	replace	    int  numberOfArgs  =  getValues();		non-compiled	[CE]  incompatible  types	16	None	add
193	[BUG]  [BUGGY]    int  numberOfArgs  =  getValues().size();  [CE]  cannot  find  symbol  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]    int  numberOfArgs  =  getValues().size();  [BUGGY]  return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	replace	    int  numberOfArgs  =  getValues().size();		non-compiled	[CE]  cannot  find  symbol	16	None	add
195	[BUG]  [BUGGY]    int  numberOfArgs  =  getNumberOfLinks();  [CE]  cannot  find  symbol  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]    int  numberOfArgs  =  getNumberOfLinks();  [BUGGY]  return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	replace	    int  numberOfArgs  =  getNumberOfLinks();		non-compiled	[CE]  cannot  find  symbol	16	None	add
1	[BUG]  [BUGGY]    OptionBuilder.hasArg(numberOfArgs);  [CE]  no  suitable  method  found  for  hasArg(int)  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder.hasArg(numberOfArgs);  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder.hasArg(numberOfArgs);		non-compiled	[CE]  no  suitable  method  found  for  hasArg(int)	10	None	add
2	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder.isRequired();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	add	    OptionBuilder.isRequired();		compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	10	2
3	[BUG]  [BUGGY]    OptionBuilder.isRequired();  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder.isRequired();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder.isRequired();		compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	10	2	add
3	[BUG]  [BUGGY]    OptionBuilder.isRequired()?  OptionBuilder.hasArg(numberOfArgs):  null;  [CE]  not  a  statement  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder.isRequired()?  OptionBuilder.hasArg(numberOfArgs):  null;  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder.isRequired()?  OptionBuilder.hasArg(numberOfArgs):  null;		non-compiled	[CE]  not  a  statement	10	None	add
4	[BUG]  [BUGGY]    OptionBuilder.hasArg(numberOfArgs  -  1);  [CE]  no  suitable  method  found  for  hasArg(int)  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder.hasArg(numberOfArgs  -  1);  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder.hasArg(numberOfArgs  -  1);		non-compiled	[CE]  no  suitable  method  found  for  hasArg(int)	10	None	add
5	[BUG]  [BUGGY]    OptionBuilder.isRequired()?  OptionBuilder.instance  :  null;  [CE]  not  a  statement  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder.isRequired()?  OptionBuilder.instance  :  null;  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder.isRequired()?  OptionBuilder.instance  :  null;		non-compiled	[CE]  not  a  statement	10	None	add
22	[BUG]  [BUGGY]  return(this.required!=  null  &&  this.numberOfArgs  >  0)||(numberOfArgs  ==  UNLIMITED_VALUES);  [CE]  bad  operand  types  for  binary  operator  '!='  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]  return(this.required!=  null  &&  this.numberOfArgs  >  0)||(numberOfArgs  ==  UNLIMITED_VALUES);  [BUGGY]  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	return(this.required!=  null  &&  this.numberOfArgs  >  0)||(numberOfArgs  ==  UNLIMITED_VALUES);	return  required;  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '!='	13	None	replace
23	[BUG]  [BUGGY]  return(this.required!=  null  &&  this.numberOfArgs  >  0);  [CE]  bad  operand  types  for  binary  operator  '!='  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]  return(this.required!=  null  &&  this.numberOfArgs  >  0);  [BUGGY]  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	return(this.required!=  null  &&  this.numberOfArgs  >  0);	return  required;  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '!='	13	None	replace
24	[BUG]  [BUGGY]  return(this.required!=  null  &&  this.numberOfArgs  >  0)||(valuesep  ==  null  &&  this.numberOfArgs.size()  >  0);  [CE]  bad  operand  types  for  binary  operator  '!='  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]  return(this.required!=  null  &&  this.numberOfArgs  >  0)||(valuesep  ==  null  &&  this.numberOfArgs.size()  >  0);  [BUGGY]  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	return(this.required!=  null  &&  this.numberOfArgs  >  0)||(valuesep  ==  null  &&  this.numberOfArgs.size()  >  0);	return  required;  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '!='	13	None	replace
41	[BUG]  [BUGGY]    opt  =(String)this.opt.getOpt();  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getOpt()  {  [BUGGY]    opt  =(String)this.opt.getOpt();  [BUGGY]  return  opt;  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	    opt  =(String)this.opt.getOpt();		non-compiled	[CE]  cannot  find  symbol	18	None	add
42	[BUG]  [BUGGY]    opt  =(Option)this.opt.getOpt();  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getOpt()  {  [BUGGY]    opt  =(Option)this.opt.getOpt();  [BUGGY]  return  opt;  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	    opt  =(Option)this.opt.getOpt();		non-compiled	[CE]  cannot  find  symbol	18	None	add
44	[BUG]  [BUGGY]    opt  =(String)this.values.getEmptyValue();  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getOpt()  {  [BUGGY]    opt  =(String)this.values.getEmptyValue();  [BUGGY]  return  opt;  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	    opt  =(String)this.values.getEmptyValue();		non-compiled	[CE]  cannot  find  symbol	18	None	add
45	[BUG]  [BUGGY]    opt  =(String)this.opts.get();  [CE]  cannot  find  symbol  opts  [CONTEXT]  public  String  getOpt()  {  [BUGGY]    opt  =(String)this.opts.get();  [BUGGY]  return  opt;  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	    opt  =(String)this.opts.get();		non-compiled	[CE]  cannot  find  symbol  opts	18	None	add
62	[BUG]  [BUGGY]  return(newType  ==  type)?  this  :  new  OptionBuilder(this,  newType);  [CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]  return(newType  ==  type)?  this  :  new  OptionBuilder(this,  newType);  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	return(newType  ==  type)?  this  :  new  OptionBuilder(this,  newType);	return  instance;  	non-compiled	[CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context	3	None	replace
63	[BUG]  [BUGGY]  return(newType  ==  type)?  type  :  null;  [CE]  incompatible  types  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]  return(newType  ==  type)?  type  :  null;  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	return(newType  ==  type)?  type  :  null;	return  instance;  	non-compiled	[CE]  incompatible  types	3	None	replace
64	[BUG]  [BUGGY]  return(newType  ==  null)?  type  :  new  OptionBuilder(this,  newType);  [CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]  return(newType  ==  null)?  type  :  new  OptionBuilder(this,  newType);  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	return(newType  ==  null)?  type  :  new  OptionBuilder(this,  newType);	return  instance;  	non-compiled	[CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context	3	None	replace
82	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  String  getOpt()  {  [BUGGY]  return(opt  ==  null)?  opt  :(String)this.opt;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	add	return(opt  ==  null)?  opt  :(String)this.opt;	return  opt;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	17	2
83	[BUG]  [BUGGY]  return(opt  ==  null)?  opt  :(String)this.opt;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  String  getOpt()  {  [BUGGY]  return(opt  ==  null)?  opt  :(String)this.opt;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	return(opt  ==  null)?  opt  :(String)this.opt;	return  opt;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	17	2	replace
83	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  String  getOpt()  {  [BUGGY]  return(opt!=  null)?  opt  :(String)this.opt;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	add	return(opt!=  null)?  opt  :(String)this.opt;	return  opt;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	17	2
