projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(),UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(),nameMap);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(),NAMESPACE_REDEFINED_WARNING);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(),compiler);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED,alias),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED,alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,ref,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,ref,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getLastChild(),alias,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getLastChild(),n,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getLastChild(),ref,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),ref,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,NAMESPACE_REDEFINED_WARNING,alias,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,alias,originalName,isQName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,alias,originalName,isObjKey);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),alias,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getFirstChild(),originalName,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),originalName,n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,originalName,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,name),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,name,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,name,ref.name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent,ref.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent,n.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,parent.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(nameMap.get(alias),ref.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,nameMap),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,nameMap,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,NAMESPACE_REDEFINED_WARNING,alias,false);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,NAMESPACE_REDEFINED_WARNING,false);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(alias,ref.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,parent.replaceChild(n,ref));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,parent.replaceChild(n,ref),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,compiler.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,parent.replaceChild(n,ref),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,n.getLastChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,n.getLastChild(),parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,ref.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.getString()),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref),UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED),title);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,originalName.toString()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,n.toString()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),alias,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getLastChild(),ref,alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),alias,ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),alias,true);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref),nameMap);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(ref,newNode(Token.NAMESPACE));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Preconditions.checkState(n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Preconditions.checkState(n.replaceChild(ref),newNode(Token.NAMESPACE_REDEFINED));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.type),UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.name),false);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,ref.getFirstChild(),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.toString()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,nameMap.cloneTree()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref),nameMap);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(nameMap.getLastChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.getParent()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.cloneTree(),nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.replaceChild(n,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(parent,ref,false);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE),nameMap);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,n.getLastChild(),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED,nameNode));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,NAMESPACE_REDEFINED_WARNING,nameMap);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref),alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,alias,ref));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.name),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.name),false);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.name),nameMap);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,true,UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,false,true);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUNSAFE_THIS.copyNameAnnotations(n.getFirstChild(),originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED,originalName,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),originalName,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,originalName);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.name),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.name),UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.name),nameMap);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.name),false);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,n.getFirstChild(),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,nameMap.keySet(),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,null,alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newUNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),n,ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),n,parent);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,n.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getLastChild(),ref,parent,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.replaceChild(n,newNode(Token.NAMESPACE));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED),nameMap);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),alias,ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,nameMap),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,nameMap,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,nameMap.cloneTree()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.getFirstChild()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),ref,parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(nameMap.get(ref),n.getLastChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,ref.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getLastChild(),ref,parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,NAMESPACE_REDEFINED_WARNING,true);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,NAMESPACE_REDEFINED_WARNING,alias,true);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED_WARNING,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.getParentNode();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),ref);parent.replaceChild(n,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(alias),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.replaceChild(n,alias,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,alias,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.replaceChild(n,ref,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED),nameMap);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.originalName),false);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,n.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,1L,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,0,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,isObjKey,isQName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE),nameMap);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Preconditions.checkState(n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED,initialized));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(name,newNode(Token.NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED,originalName),0);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,n.getFirstChild(),parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED_WARNING,alias),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED_WARNING,alias),true);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(nameMap.getFirstChild(),ref);parent.replaceChild(n,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,UNSAFE_DECLARED_WARNING,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED_WARNING,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.cloneTree()),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.getFirstChild()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.removeFirstChild();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.removeParent(parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,n.cloneTree());
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(parent,ref,newNode(Token.NAMESPACE_REDEFINED));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,originalName,alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,UNSAFE_DECLARED_WARNING,globalNames);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,factory,alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.cloneTree()),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,UNSAFE_DECLARED_WARNING);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,UNSAFE_TEST);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,UNSAFE_DECLARATION);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE),ref,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,n.name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.name),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.name),ref.originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.name),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,alias)),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(r.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,originalName),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,n.originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.originalName),ref.originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,alias)),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(originalName),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,n));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.getString()),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getFirstChild(),ref,parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),n,parent.replaceChild(n,ref));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.cloneTree()),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,n.cloneTree()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),n,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.toString(),originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,isQName,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.originalName),ref.originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.originalName),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,alias,URLEncoder.quoteAsString(originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(),globalNames);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.name),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.name),ref.type);
