bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]  if(selected  ==  null  ||  option.equals(option.getOpt()))  {  [BUGGY]  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	add	if(selected  ==  null  ||  option.equals(option.getOpt()))  {	if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  	compilable	  [FE]  ComparisonFailure  testOptionGroupLong	1	3
174	[BUG]  [BUGGY]  optionMap.put(option.getName(),  option);  [CE]  cannot  find  symbol  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    [BUGGY]  optionMap.put(option.getName(),  option);  [BUGGY]    return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	55	55	3	replace	optionMap.put(option.getName(),  option);	optionMap.put(option.getKey(),  option);  	non-compiled	[CE]  cannot  find  symbol	13	None	replace
184	[BUG]  [BUGGY]  options.put(option.getKey(),  option);  [CE]  illegal  start  of  expression  [CONTEXT]    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  [BUGGY]  options.put(option.getKey(),  option);  [BUGGY]    [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	106	106	3	replace	options.put(option.getKey(),  option);	}  	non-compiled	[CE]  illegal  start  of  expression	5	None	replace
4	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  [BUGGY]    optionMap.remove(selected);  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	106	106	3	add	    optionMap.remove(selected);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	6	3
5	[BUG]  [BUGGY]    optionMap.remove(selected);  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  [BUGGY]    optionMap.remove(selected);  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	106	106	3	replace	    optionMap.remove(selected);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	6	3	add
5	[BUG]  [BUGGY]    optionMap.put(option.getKey(),  selection);  [CE]  cannot  find  symbol  selection  [CONTEXT]    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  [BUGGY]    optionMap.put(option.getKey(),  selection);  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	106	106	3	replace	    optionMap.put(option.getKey(),  selection);		non-compiled	[CE]  cannot  find  symbol  selection	6	None	add
42	[BUG]  [BUGGY]  selected  =  option.next();  [CE]  cannot  find  symbol  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]  selected  =  option.next();  [BUGGY]  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	replace	selected  =  option.next();	selected  =  option.getOpt();  	non-compiled	[CE]  cannot  find  symbol	3	None	replace
43	[BUG]  [BUGGY]  selected  =  option.removeOpt();  [CE]  cannot  find  symbol  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]  selected  =  option.removeOpt();  [BUGGY]  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	replace	selected  =  option.removeOpt();	selected  =  option.getOpt();  	non-compiled	[CE]  cannot  find  symbol	3	None	replace
44	[BUG]  [BUGGY]  selected  =  option.selected();  [CE]  cannot  find  symbol  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]  selected  =  option.selected();  [BUGGY]  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	replace	selected  =  option.selected();	selected  =  option.getOpt();  	non-compiled	[CE]  cannot  find  symbol	3	None	replace
63	[BUG]  [BUGGY]    optionMap.put(option.getValue(),  true);  [CE]  method  put  in  interface  Map  cannot  be  applied  to  given  types;  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    optionMap.put(option.getKey(),  option);  [BUGGY]    optionMap.put(option.getValue(),  true);  [BUGGY]  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	57	57	3	replace	    optionMap.put(option.getValue(),  true);		non-compiled	[CE]  method  put  in  interface  Map  cannot  be  applied  to  given  types;	16	None	add
65	[BUG]  [BUGGY]    optionMap.put(option.getValue(),  Option.longValue());  [CE]  cannot  find  symbol  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    optionMap.put(option.getKey(),  option);  [BUGGY]    optionMap.put(option.getValue(),  Option.longValue());  [BUGGY]  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	57	57	3	replace	    optionMap.put(option.getValue(),  Option.longValue());		non-compiled	[CE]  cannot  find  symbol	16	None	add
83	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  void  setSelected(Option  option)  throws  AlreadySelectedException  {  [BUGGY]    optionMap.clear();  [BUGGY]  if  (option  ==  null)  {  {  selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	88	89	3	add	    optionMap.clear();		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	20	3
84	[BUG]  [BUGGY]    optionMap.clear();  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  void  setSelected(Option  option)  throws  AlreadySelectedException  {  [BUGGY]    optionMap.clear();  [BUGGY]  if  (option  ==  null)  {  {  selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	88	89	3	replace	    optionMap.clear();		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	20	3	add
84	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  void  setSelected(Option  option)  throws  AlreadySelectedException  {  [BUGGY]    this.optionMap.clear();  [BUGGY]  if  (option  ==  null)  {  {  selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	88	89	3	add	    this.optionMap.clear();		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	20	3
85	[BUG]  [BUGGY]    this.optionMap.clear();  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  void  setSelected(Option  option)  throws  AlreadySelectedException  {  [BUGGY]    this.optionMap.clear();  [BUGGY]  if  (option  ==  null)  {  {  selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	88	89	3	replace	    this.optionMap.clear();		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	20	3	add
85	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  void  setSelected(Option  option)  throws  AlreadySelectedException  {  [BUGGY]    optionMap.remove(selected);  [BUGGY]  if  (option  ==  null)  {  {  selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	88	89	3	add	    optionMap.remove(selected);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	20	3
86	[BUG]  [BUGGY]    optionMap.remove(selected);  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  void  setSelected(Option  option)  throws  AlreadySelectedException  {  [BUGGY]    optionMap.remove(selected);  [BUGGY]  if  (option  ==  null)  {  {  selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	88	89	3	replace	    optionMap.remove(selected);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	20	3	add
142	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    [BUGGY]    optionMap.remove(option.getKey());  [BUGGY]  optionMap.put(option.getKey(),  option);  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	55	55	3	add	    optionMap.remove(option.getKey());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	14	3
143	[BUG]  [BUGGY]    optionMap.remove(option.getKey());  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    [BUGGY]    optionMap.remove(option.getKey());  [BUGGY]  optionMap.put(option.getKey(),  option);  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	55	55	3	replace	    optionMap.remove(option.getKey());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	14	3	add
143	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    [BUGGY]    this.optionMap.put(option.getValue(),  option);  [BUGGY]  optionMap.put(option.getKey(),  option);  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	55	55	3	add	    this.optionMap.put(option.getValue(),  option);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	14	3
144	[BUG]  [BUGGY]    this.optionMap.put(option.getValue(),  option);  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    [BUGGY]    this.optionMap.put(option.getValue(),  option);  [BUGGY]  optionMap.put(option.getKey(),  option);  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	55	55	3	replace	    this.optionMap.put(option.getValue(),  option);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	14	3	add
145	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    [BUGGY]    this.optionMap.remove(option.getKey());  [BUGGY]  optionMap.put(option.getKey(),  option);  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	55	55	3	add	    this.optionMap.remove(option.getKey());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	14	3
146	[BUG]  [BUGGY]    this.optionMap.remove(option.getKey());  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    [BUGGY]    this.optionMap.remove(option.getKey());  [BUGGY]  optionMap.put(option.getKey(),  option);  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	55	55	3	replace	    this.optionMap.remove(option.getKey());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	14	3	add
182	[BUG]  [BUGGY]    private  final  Map.Entry  <  K,  V>  optionMap  =  new  HashMap();  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]    [BUGGY]    private  final  Map.Entry  <  K,  V>  optionMap  =  new  HashMap();  [BUGGY]  private  Map  optionMap  =  new  HashMap();  [CLASS]  OptionGroup  [VARIABLES]  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	37	37	3	replace	    private  final  Map.Entry  <  K,  V>  optionMap  =  new  HashMap();		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	12	None	add
183	[BUG]  [BUGGY]    return(OptionGroup)optionMap.clone();  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    return(OptionGroup)optionMap.clone();  [BUGGY]  private  Map  optionMap  =  new  HashMap();  [CLASS]  OptionGroup  [VARIABLES]  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	37	37	3	replace	    return(OptionGroup)optionMap.clone();		non-compiled	[CE]  illegal  start  of  type	12	None	add
184	[BUG]  [BUGGY]    return(OptionGroup)optionMap.get();  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    return(OptionGroup)optionMap.get();  [BUGGY]  private  Map  optionMap  =  new  HashMap();  [CLASS]  OptionGroup  [VARIABLES]  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	37	37	3	replace	    return(OptionGroup)optionMap.get();		non-compiled	[CE]  illegal  start  of  type	12	None	add
185	[BUG]  [BUGGY]    return(OptionGroup)optionMap.get(new  OptionGroup());  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    return(OptionGroup)optionMap.get(new  OptionGroup());  [BUGGY]  private  Map  optionMap  =  new  HashMap();  [CLASS]  OptionGroup  [VARIABLES]  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	37	37	3	replace	    return(OptionGroup)optionMap.get(new  OptionGroup());		non-compiled	[CE]  illegal  start  of  type	12	None	add
201	[BUG]  [BUGGY]    String  selected  =(OptionGroup)this.optionMap.getSelected();  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getSelected()  {  [BUGGY]    String  selected  =(OptionGroup)this.optionMap.getSelected();  [BUGGY]  return  selected;  }  [CLASS]  OptionGroup  [METHOD]  getSelected  [RETURN_TYPE]  String  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	113	113	3	replace	    String  selected  =(OptionGroup)this.optionMap.getSelected();		non-compiled	[CE]  cannot  find  symbol	8	None	add
202	[BUG]  [BUGGY]    String  selected  =(OptionGroup)this.optionMap.get(selected);  [CE]  incompatible  types  [CONTEXT]  public  String  getSelected()  {  [BUGGY]    String  selected  =(OptionGroup)this.optionMap.get(selected);  [BUGGY]  return  selected;  }  [CLASS]  OptionGroup  [METHOD]  getSelected  [RETURN_TYPE]  String  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	113	113	3	replace	    String  selected  =(OptionGroup)this.optionMap.get(selected);		non-compiled	[CE]  incompatible  types	8	None	add
204	[BUG]  [BUGGY]    String  selected  =(OptionMap)this.optionMap.get(selected);  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getSelected()  {  [BUGGY]    String  selected  =(OptionMap)this.optionMap.get(selected);  [BUGGY]  return  selected;  }  [CLASS]  OptionGroup  [METHOD]  getSelected  [RETURN_TYPE]  String  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	113	113	3	replace	    String  selected  =(OptionMap)this.optionMap.get(selected);		non-compiled	[CE]  cannot  find  symbol	8	None	add
205	[BUG]  [BUGGY]    String  selected  =(OptionMap)this.optionMap.get();  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getSelected()  {  [BUGGY]    String  selected  =(OptionMap)this.optionMap.get();  [BUGGY]  return  selected;  }  [CLASS]  OptionGroup  [METHOD]  getSelected  [RETURN_TYPE]  String  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	113	113	3	replace	    String  selected  =(OptionMap)this.optionMap.get();		non-compiled	[CE]  cannot  find  symbol	8	None	add
224	[BUG]  [BUGGY]  [FE]  NullPointerException  testOptionGroupLong  [CONTEXT]  public  String  getSelected()  {  [BUGGY]  return  selected.toString();  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  getSelected  [RETURN_TYPE]  String  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	113	113	3	add	return  selected.toString();	return  selected;  	compilable	  [FE]  NullPointerException  testOptionGroupLong	7	3
225	[BUG]  [BUGGY]  return  selected.toString();  [FE]  NullPointerException  testOptionGroupLong  [CONTEXT]  public  String  getSelected()  {  [BUGGY]  return  selected.toString();  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  getSelected  [RETURN_TYPE]  String  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	113	113	3	replace	return  selected.toString();	return  selected;  	compilable	  [FE]  NullPointerException  testOptionGroupLong	7	3	replace
243	[BUG]  [BUGGY]    option  =  optionMap.get(selected);  [CE]  incompatible  types  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]    option  =  optionMap.get(selected);  [BUGGY]  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	replace	    option  =  optionMap.get(selected);		non-compiled	[CE]  incompatible  types	4	None	add
244	[BUG]  [BUGGY]    option  =  optionMap.select(selected);  [CE]  cannot  find  symbol  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]    option  =  optionMap.select(selected);  [BUGGY]  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	replace	    option  =  optionMap.select(selected);		non-compiled	[CE]  cannot  find  symbol	4	None	add
245	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]    optionMap.put(option.getKey(),  selected);  [BUGGY]  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	add	    optionMap.put(option.getKey(),  selected);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	4	3
246	[BUG]  [BUGGY]    optionMap.put(option.getKey(),  selected);  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]    optionMap.put(option.getKey(),  selected);  [BUGGY]  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	replace	    optionMap.put(option.getKey(),  selected);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	4	3	add
262	[BUG]  [BUGGY]    OptionMap  optionMap  =(OptionMap)optionMap.keySet();  [CE]  cannot  find  symbol  [CONTEXT]  public  Collection  getOptions()  {    [BUGGY]    OptionMap  optionMap  =(OptionMap)optionMap.keySet();  [BUGGY]  return  optionMap.values();  }  [CLASS]  OptionGroup  [METHOD]  getOptions  [RETURN_TYPE]  Collection  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	76	76	3	replace	    OptionMap  optionMap  =(OptionMap)optionMap.keySet();		non-compiled	[CE]  cannot  find  symbol	18	None	add
263	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  Collection  getOptions()  {    [BUGGY]    optionMap.remove(optionMap.keySet());  [BUGGY]  return  optionMap.values();  }  [CLASS]  OptionGroup  [METHOD]  getOptions  [RETURN_TYPE]  Collection  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	76	76	3	add	    optionMap.remove(optionMap.keySet());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	18	3
264	[BUG]  [BUGGY]    optionMap.remove(optionMap.keySet());  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  Collection  getOptions()  {    [BUGGY]    optionMap.remove(optionMap.keySet());  [BUGGY]  return  optionMap.values();  }  [CLASS]  OptionGroup  [METHOD]  getOptions  [RETURN_TYPE]  Collection  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	76	76	3	replace	    optionMap.remove(optionMap.keySet());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	18	3	add
264	[BUG]  [BUGGY]    OptionMap  optionMap  =(Option)optionMap.keySet();  [CE]  cannot  find  symbol  [CONTEXT]  public  Collection  getOptions()  {    [BUGGY]    OptionMap  optionMap  =(Option)optionMap.keySet();  [BUGGY]  return  optionMap.values();  }  [CLASS]  OptionGroup  [METHOD]  getOptions  [RETURN_TYPE]  Collection  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	76	76	3	replace	    OptionMap  optionMap  =(Option)optionMap.keySet();		non-compiled	[CE]  cannot  find  symbol	18	None	add
265	[BUG]  [BUGGY]    OptionMap  optionMap  =(OptionMap)this.optionMap.keySet();  [CE]  cannot  find  symbol  [CONTEXT]  public  Collection  getOptions()  {    [BUGGY]    OptionMap  optionMap  =(OptionMap)this.optionMap.keySet();  [BUGGY]  return  optionMap.values();  }  [CLASS]  OptionGroup  [METHOD]  getOptions  [RETURN_TYPE]  Collection  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	76	76	3	replace	    OptionMap  optionMap  =(OptionMap)this.optionMap.keySet();		non-compiled	[CE]  cannot  find  symbol	18	None	add
