bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	original_buggy	action	patch	execution_result	diagnosis	previous_bug_id	original_failing_test_number
17981431	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  deleteAgedItems(true);  figured  &&  item.getDataItemCount()  >  this.maximumItemCount);  b.append(item.getPeriod().toString());  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	add	//  deleteAgedItems(true);  figured  &&  item.getDataItemCount()  >  this.maximumItemCount);  b.append(item.getPeriod().toString());	  	compilable	  [FE]  IllegalArgumentException	2996906	1
17981432	[BUG]  [BUGGY]  //  deleteAgedItems(true);  figured  &&  item.getDataItemCount()  >  this.maximumItemCount);  b.append(item.getPeriod().toString());  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  deleteAgedItems(true);  figured  &&  item.getDataItemCount()  >  this.maximumItemCount);  b.append(item.getPeriod().toString());  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	replace	//  deleteAgedItems(true);  figured  &&  item.getDataItemCount()  >  this.maximumItemCount);  b.append(item.getPeriod().toString());	  	compilable	  [FE]  IllegalArgumentException	2996906	1
17981432	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  deleteAgedItems(true);  figured  &&  item.getDataItemCount()  >  this.maximumItemCount;  b.append(item.getPeriod().toString());  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	add	//  deleteAgedItems(true);  figured  &&  item.getDataItemCount()  >  this.maximumItemCount;  b.append(item.getPeriod().toString());	  	compilable	  [FE]  IllegalArgumentException	2996906	1
17981433	[BUG]  [BUGGY]  //  deleteAgedItems(true);  figured  &&  item.getDataItemCount()  >  this.maximumItemCount;  b.append(item.getPeriod().toString());  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  deleteAgedItems(true);  figured  &&  item.getDataItemCount()  >  this.maximumItemCount;  b.append(item.getPeriod().toString());  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	replace	//  deleteAgedItems(true);  figured  &&  item.getDataItemCount()  >  this.maximumItemCount;  b.append(item.getPeriod().toString());	  	compilable	  [FE]  IllegalArgumentException	2996906	1
17978594	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  removeAgedItems(false);  this.data.add(item);  if(notify)  }  fireSeriesChanged();  bodied  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	add	//  removeAgedItems(false);  this.data.add(item);  if(notify)  }  fireSeriesChanged();  bodied	  //    removeAgedItems(false);    if(added)    {    fireSeriesChanged();    >>    	compilable	  [FE]  IllegalArgumentException	2996433	1
17978595	[BUG]  [BUGGY]  //  removeAgedItems(false);  this.data.add(item);  if(notify)  }  fireSeriesChanged();  bodied  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  removeAgedItems(false);  this.data.add(item);  if(notify)  }  fireSeriesChanged();  bodied  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	replace	//  removeAgedItems(false);  this.data.add(item);  if(notify)  }  fireSeriesChanged();  bodied	  //    removeAgedItems(false);    if(added)    {    fireSeriesChanged();    >>    	compilable	  [FE]  IllegalArgumentException	2996433	1
17979896	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  deleteAgedItems(dangerous,  item);  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	add	//  deleteAgedItems(dangerous,  item);	  //    removeAgedItems(True,    item);    	compilable	  [FE]  IllegalArgumentException	2996650	1
17979897	[BUG]  [BUGGY]  //  deleteAgedItems(dangerous,  item);  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  deleteAgedItems(dangerous,  item);  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	replace	//  deleteAgedItems(dangerous,  item);	  //    removeAgedItems(True,    item);    	compilable	  [FE]  IllegalArgumentException	2996650	1
17981216	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  deleteAgedItems(false);  this.data.add(item);  if(added)  {  fireSeriesChanged();  }  ;  }  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	add	//  deleteAgedItems(false);  this.data.add(item);  if(added)  {  fireSeriesChanged();  }  ;  }	  	compilable	  [FE]  IllegalArgumentException	2996870	1
17981217	[BUG]  [BUGGY]  //  deleteAgedItems(false);  this.data.add(item);  if(added)  {  fireSeriesChanged();  }  ;  }  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  deleteAgedItems(false);  this.data.add(item);  if(added)  {  fireSeriesChanged();  }  ;  }  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	replace	//  deleteAgedItems(false);  this.data.add(item);  if(added)  {  fireSeriesChanged();  }  ;  }	  	compilable	  [FE]  IllegalArgumentException	2996870	1
17981217	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  deleteAgedItems(false);  this.data.add(item);  if(notify))  {  fireSeriesChanged();  }  ;  }  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	add	//  deleteAgedItems(false);  this.data.add(item);  if(notify))  {  fireSeriesChanged();  }  ;  }	  	compilable	  [FE]  IllegalArgumentException	2996870	1
17981218	[BUG]  [BUGGY]  //  deleteAgedItems(false);  this.data.add(item);  if(notify))  {  fireSeriesChanged();  }  ;  }  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  deleteAgedItems(false);  this.data.add(item);  if(notify))  {  fireSeriesChanged();  }  ;  }  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	replace	//  deleteAgedItems(false);  this.data.add(item);  if(notify))  {  fireSeriesChanged();  }  ;  }	  	compilable	  [FE]  IllegalArgumentException	2996870	1
17979890	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  removeAgedItems(True,  item);  if(notify)  {  fireSeriesChanged();  }  ;  }  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	add	//  removeAgedItems(True,  item);  if(notify)  {  fireSeriesChanged();  }  ;  }  	  //    removedAgedItems(false,    item);    if(notify)    {    fireSeriesChanged();    }        	compilable	  [FE]  IllegalArgumentException	2996649	1
17979891	[BUG]  [BUGGY]  //  removeAgedItems(True,  item);  if(notify)  {  fireSeriesChanged();  }  ;  }    [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  removeAgedItems(True,  item);  if(notify)  {  fireSeriesChanged();  }  ;  }  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	replace	//  removeAgedItems(True,  item);  if(notify)  {  fireSeriesChanged();  }  ;  }  	  //    removedAgedItems(false,    item);    if(notify)    {    fireSeriesChanged();    }        	compilable	  [FE]  IllegalArgumentException	2996649	1
17979668	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  this.data.add(item,  null);  if(notify)  {  fireSeriesChanged();  }  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	add	//  this.data.add(item,  null);  if(notify)  {  fireSeriesChanged();  }  	  	compilable	  [FE]  IllegalArgumentException	2996612	1
17979669	[BUG]  [BUGGY]  //  this.data.add(item,  null);  if(notify)  {  fireSeriesChanged();  }    [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  this.data.add(item,  null);  if(notify)  {  fireSeriesChanged();  }  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	replace	//  this.data.add(item,  null);  if(notify)  {  fireSeriesChanged();  }  	  	compilable	  [FE]  IllegalArgumentException	2996612	1
17979669	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  this.data.add(item,  null);  if(notify)  {  fireSeriesChanged();  }  ;  }  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	add	//  this.data.add(item,  null);  if(notify)  {  fireSeriesChanged();  }  ;  }  	  	compilable	  [FE]  IllegalArgumentException	2996612	1
17979670	[BUG]  [BUGGY]  //  this.data.add(item,  null);  if(notify)  {  fireSeriesChanged();  }  ;  }    [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  this.data.add(item,  null);  if(notify)  {  fireSeriesChanged();  }  ;  }  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	replace	//  this.data.add(item,  null);  if(notify)  {  fireSeriesChanged();  }  ;  }  	  	compilable	  [FE]  IllegalArgumentException	2996612	1
17979885	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  removedAgedItems(false,  true);  b.addChangeListener(this);  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	add	//  removedAgedItems(false,  true);  b.addChangeListener(this);	  	compilable	  [FE]  IllegalArgumentException	2996648	1
17979886	[BUG]  [BUGGY]  //  removedAgedItems(false,  true);  b.addChangeListener(this);  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  removedAgedItems(false,  true);  b.addChangeListener(this);  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	replace	//  removedAgedItems(false,  true);  b.addChangeListener(this);	  	compilable	  [FE]  IllegalArgumentException	2996648	1
17981395	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  deleteAgedItems(true);  rang  &&  item.getPeriod().getTime().equals(this.data.get(item.getPeriod()))  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	add	//  deleteAgedItems(true);  rang  &&  item.getPeriod().getTime().equals(this.data.get(item.getPeriod()))	  	compilable	  [FE]  IllegalArgumentException	2996900	1
17981396	[BUG]  [BUGGY]  //  deleteAgedItems(true);  rang  &&  item.getPeriod().getTime().equals(this.data.get(item.getPeriod()))  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  deleteAgedItems(true);  rang  &&  item.getPeriod().getTime().equals(this.data.get(item.getPeriod()))  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	replace	//  deleteAgedItems(true);  rang  &&  item.getPeriod().getTime().equals(this.data.get(item.getPeriod()))	  	compilable	  [FE]  IllegalArgumentException	2996900	1
17981397	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  removeAgedItems(true);  rang  &&  item.getPeriod().getTime().equals(this.data.get(item.getPeriod()))  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	add	//  removeAgedItems(true);  rang  &&  item.getPeriod().getTime().equals(this.data.get(item.getPeriod()))	  	compilable	  [FE]  IllegalArgumentException	2996900	1
17981398	[BUG]  [BUGGY]  //  removeAgedItems(true);  rang  &&  item.getPeriod().getTime().equals(this.data.get(item.getPeriod()))  [FE]  IllegalArgumentException  [CONTEXT]              throw  new  SeriesException(b.toString());  }  }  }  if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }              [BUGGY]  //  removeAgedItems(true);  rang  &&  item.getPeriod().getTime().equals(this.data.get(item.getPeriod()))  [BUGGY]                if  (notify)  {  fireSeriesChanged();  }  }  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart17/source/org/jfree/data/time/TimeSeries.java	0.2182178902359924	540	542	1	replace	//  removeAgedItems(true);  rang  &&  item.getPeriod().getTime().equals(this.data.get(item.getPeriod()))	  	compilable	  [FE]  IllegalArgumentException	2996900	1
