31	[BUG]  [BUGGY]    this.nextAction  =  Math.sqrt(handler);  [CE]  method  sqrt  in  class  Math  cannot  be  applied  to  given  types;  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  [BUGGY]    this.nextAction  =  Math.sqrt(handler);  [BUGGY]  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	98	98	1	replace	    this.nextAction  =  Math.sqrt(handler);		non-compiled	[CE]  method  sqrt  in  class  Math  cannot  be  applied  to  given  types;	8	None	add
32	[BUG]  [BUGGY]    this.nextAction  =  handler.next();  [CE]  cannot  find  symbol  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  [BUGGY]    this.nextAction  =  handler.next();  [BUGGY]  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	98	98	1	replace	    this.nextAction  =  handler.next();		non-compiled	[CE]  cannot  find  symbol	8	None	add
34	[BUG]  [BUGGY]    this.pendingEventTime  =  handler.nextAction;  [CE]  cannot  find  symbol  nextAction  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  [BUGGY]    this.pendingEventTime  =  handler.nextAction;  [BUGGY]  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	98	98	1	replace	    this.pendingEventTime  =  handler.nextAction;		non-compiled	[CE]  cannot  find  symbol  nextAction	8	None	add
35	[BUG]  [BUGGY]    this.pendingEventTime  =  previousAction;  [CE]  cannot  find  symbol  previousAction  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  [BUGGY]    this.pendingEventTime  =  previousAction;  [BUGGY]  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	98	98	1	replace	    this.pendingEventTime  =  previousAction;		non-compiled	[CE]  cannot  find  symbol  previousAction	8	None	add
64	[BUG]  [BUGGY]  this.convergence  =  Math.abs(convergence,  0.0);  [CE]  no  suitable  method  found  for  abs(double,double)  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  [BUGGY]  this.convergence  =  Math.abs(convergence,  0.0);  [BUGGY]  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	98	98	1	replace	this.convergence  =  Math.abs(convergence,  0.0);	this.convergence  =  Math.abs(convergence);  	non-compiled	[CE]  no  suitable  method  found  for  abs(double,double)	7	None	replace
92	[BUG]  [BUGGY]    handler  =  handler.next();  [CE]  cannot  find  symbol  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  [BUGGY]    handler  =  handler.next();  [BUGGY]  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	99	99	1	replace	    handler  =  handler.next();		non-compiled	[CE]  cannot  find  symbol	10	None	add
93	[BUG]  [BUGGY]    handler  =  new  EventHandler(this.handler,  handler.getNext());  [CE]  cannot  find  symbol  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  [BUGGY]    handler  =  new  EventHandler(this.handler,  handler.getNext());  [BUGGY]  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	99	99	1	replace	    handler  =  new  EventHandler(this.handler,  handler.getNext());		non-compiled	[CE]  cannot  find  symbol	10	None	add
95	[BUG]  [BUGGY]    handler  =  new  EventHandler(this.handler,  handler.next());  [CE]  cannot  find  symbol  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  [BUGGY]    handler  =  new  EventHandler(this.handler,  handler.next());  [BUGGY]  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	99	99	1	replace	    handler  =  new  EventHandler(this.handler,  handler.next());		non-compiled	[CE]  cannot  find  symbol	10	None	add
151	[BUG]  [BUGGY]    while(t0  >  maxIterationCount  &&!t0Positive)  {  pendingEvent  =  true;  [CE]  illegal  start  of  expression  [CONTEXT]  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  [BUGGY]    while(t0  >  maxIterationCount  &&!t0Positive)  {  pendingEvent  =  true;  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	105	105	1	replace	    while(t0  >  maxIterationCount  &&!t0Positive)  {  pendingEvent  =  true;		non-compiled	[CE]  illegal  start  of  expression	18	None	add
152	[BUG]  [BUGGY]    while(t0  >  maxIterationCount  &&!t0Positive)  {  this.handler  =  handler.next;  [CE]  illegal  start  of  expression  [CONTEXT]  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  [BUGGY]    while(t0  >  maxIterationCount  &&!t0Positive)  {  this.handler  =  handler.next;  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	105	105	1	replace	    while(t0  >  maxIterationCount  &&!t0Positive)  {  this.handler  =  handler.next;		non-compiled	[CE]  illegal  start  of  expression	18	None	add
154	[BUG]  [BUGGY]    while(t0  >  maxIterationCount  &&!t0Positive)  {  pendingEvent  =  false;  [CE]  illegal  start  of  expression  [CONTEXT]  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  [BUGGY]    while(t0  >  maxIterationCount  &&!t0Positive)  {  pendingEvent  =  false;  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	105	105	1	replace	    while(t0  >  maxIterationCount  &&!t0Positive)  {  pendingEvent  =  false;		non-compiled	[CE]  illegal  start  of  expression	18	None	add
155	[BUG]  [BUGGY]    while(t0  >  maxIterationCount  &&!t0Positive)  {  this.handler  =  handler.next();  [CE]  illegal  start  of  expression  [CONTEXT]  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  [BUGGY]    while(t0  >  maxIterationCount  &&!t0Positive)  {  this.handler  =  handler.next();  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	105	105	1	replace	    while(t0  >  maxIterationCount  &&!t0Positive)  {  this.handler  =  handler.next();		non-compiled	[CE]  illegal  start  of  expression	18	None	add
182	[BUG]  [BUGGY]  if(g0Positive)  {  g0Positive=  true;  }  else  {  EventHandler  handler  =  new  EventHandler(handler,  maxCheckInterval,  convergence,  maxIterationCount);  g0Positive=  false;  }  [CE]  variable  handler  is  already  defined  in  constructor  EventState(EventHandler,double,double,int)  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  [BUGGY]  if(g0Positive)  {  g0Positive=  true;  }  else  {  EventHandler  handler  =  new  EventHandler(handler,  maxCheckInterval,  convergence,  maxIterationCount);  g0Positive=  false;  }  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	104	104	1	replace	if(g0Positive)  {  g0Positive=  true;  }  else  {  EventHandler  handler  =  new  EventHandler(handler,  maxCheckInterval,  convergence,  maxIterationCount);  g0Positive=  false;  }	g0Positive=  true;  	non-compiled	[CE]  variable  handler  is  already  defined  in  constructor  EventState(EventHandler,double,double,int)	15	None	replace
183	[BUG]  [BUGGY]  if(g0Positive)  {  g0Positive=  true;  }  else  {  EventHandler.initCase(t0,  handler,  maxCheckInterval,  maxCheckInterval);  g0Positive=  false;  }  [CE]  cannot  find  symbol  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  [BUGGY]  if(g0Positive)  {  g0Positive=  true;  }  else  {  EventHandler.initCase(t0,  handler,  maxCheckInterval,  maxCheckInterval);  g0Positive=  false;  }  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	104	104	1	replace	if(g0Positive)  {  g0Positive=  true;  }  else  {  EventHandler.initCase(t0,  handler,  maxCheckInterval,  maxCheckInterval);  g0Positive=  false;  }	g0Positive=  true;  	non-compiled	[CE]  cannot  find  symbol	15	None	replace
184	[BUG]  [BUGGY]  if(g0Positive)  {  g0Positive=  true;  }  else  {  EventHandler.init(handler,  maxCheckInterval,  convergence,  maxIterationCount);  g0Positive=  false;  }  [CE]  cannot  find  symbol  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  [BUGGY]  if(g0Positive)  {  g0Positive=  true;  }  else  {  EventHandler.init(handler,  maxCheckInterval,  convergence,  maxIterationCount);  g0Positive=  false;  }  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	104	104	1	replace	if(g0Positive)  {  g0Positive=  true;  }  else  {  EventHandler.init(handler,  maxCheckInterval,  convergence,  maxIterationCount);  g0Positive=  false;  }	g0Positive=  true;  	non-compiled	[CE]  cannot  find  symbol	15	None	replace
211	[BUG]  [BUGGY]    g0Positive  =  Math.pow(Double.doubleToLongBits(t0)||  Double.doubleToLongBits(t0));  [CE]  bad  operand  types  for  binary  operator  '||'  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  [BUGGY]    g0Positive  =  Math.pow(Double.doubleToLongBits(t0)||  Double.doubleToLongBits(t0));  [BUGGY]  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	103	103	1	replace	    g0Positive  =  Math.pow(Double.doubleToLongBits(t0)||  Double.doubleToLongBits(t0));		non-compiled	[CE]  bad  operand  types  for  binary  operator  '||'	14	None	add
212	[BUG]  [BUGGY]    g0Positive  =  Math.pow(Double.toString(t0,  0.0));  [CE]  no  suitable  method  found  for  toString(double,double)  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  [BUGGY]    g0Positive  =  Math.pow(Double.toString(t0,  0.0));  [BUGGY]  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	103	103	1	replace	    g0Positive  =  Math.pow(Double.toString(t0,  0.0));		non-compiled	[CE]  no  suitable  method  found  for  toString(double,double)	14	None	add
213	[BUG]  [BUGGY]    g0Positive  =  Math.pow(Double.toString(t0));  [CE]  method  pow  in  class  Math  cannot  be  applied  to  given  types;  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  [BUGGY]    g0Positive  =  Math.pow(Double.toString(t0));  [BUGGY]  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	103	103	1	replace	    g0Positive  =  Math.pow(Double.toString(t0));		non-compiled	[CE]  method  pow  in  class  Math  cannot  be  applied  to  given  types;	14	None	add
214	[BUG]  [BUGGY]    t0  =  handler.next();  [CE]  cannot  find  symbol  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  [BUGGY]    t0  =  handler.next();  [BUGGY]  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	103	103	1	replace	    t0  =  handler.next();		non-compiled	[CE]  cannot  find  symbol	14	None	add
241	[BUG]  [BUGGY]  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  [BUGGY]    this.nextAction  =  Math.abs(nextAction);  [BUGGY]  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	97	97	1	add	    this.nextAction  =  Math.abs(nextAction);		compilable	  [FE]  MathRuntimeException$4  closeEvents	6	1
242	[BUG]  [BUGGY]    this.nextAction  =  Math.abs(nextAction);  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  [BUGGY]    this.nextAction  =  Math.abs(nextAction);  [BUGGY]  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	97	97	1	replace	    this.nextAction  =  Math.abs(nextAction);		compilable	  [FE]  MathRuntimeException$4  closeEvents	6	1	add
